Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
New York Knicks,96.93,103.54,-6.61,91.61,104.74,111.93,-7.19,0.475,0.518,0.518,0.557,23,59,49.92,100.06,118.63,32,0.475,0.518,0.226,0.229,0.149,0.133,0.286,0.273,104.74,111.93,6.46,7.74,13.56,12.18,32.38,33.92,20.16,23.38,6.87,8.19,2.81,5.66,14.92,13.34,23.21,21.95,2,161,19116,17429,16,22,4,0,5,2,0,1,1,2,14,14,0,0,31.7,38.6,87.7,0.44,6.7,19.5,0.342,20.2,26.8,0.755,14,18.6,11.3,29.3,40.6,18.9,5.6,2.2,104,11.5,0.785,0.353,0.137,0.101,0.194,0.215,0.467,0.554,0.406,0.365,0.406,0.337,0.461,0.044,266,0.792,0.249,0.362,21,1
New Orleans Hornets,100.85,95.57,5.28,89.87,111.52,105.99,5.52,0.512,0.501,0.548,0.537,56,26,50.61,115.74,106.68,49,0.512,0.501,0.193,0.184,0.125,0.147,0.27,0.246,111.52,105.99,8.5,7.36,12.64,11.02,33.63,34.26,24.07,24.06,8.59,6.36,4.33,4.48,12.49,14.73,20.65,21.27,4,107,14181,16853,13,27,2,2,2,4,1,1,0,1,2,7,1,1,33.8,41.5,85.8,0.483,8,19.9,0.403,17.7,22.3,0.791,10.9,16.4,11.8,32.1,43.9,24.1,7.7,3.7,108.6,12.8,0.761,0.284,0.137,0.113,0.227,0.239,0.49,0.617,0.427,0.4,0.413,0.389,0.484,0.057,361,0.887,0.289,0.439,7,1
New Jersey Nets,95.82,100.88,-5.06,91.63,103.78,109.26,-5.48,0.481,0.497,0.528,0.547,34,48,50.15,106.88,114.28,34,0.481,0.497,0.255,0.271,0.156,0.139,0.266,0.262,103.78,109.26,6.58,7.05,12.06,11.84,33.29,33.25,25.43,23.91,6.88,8.74,5.15,4.78,15.56,13.87,24.5,24.25,0,107,15657,17610,27,22,0,1,3,2,0,3,1,3,10,11,0,0,32.1,37.6,82.9,0.454,5.6,15.8,0.353,23,30.7,0.751,15.1,19.9,11,30.9,41.9,27.6,6.5,4.1,103.9,12.4,0.778,0.347,0.085,0.09,0.256,0.222,0.47,0.563,0.365,0.402,0.403,0.348,0.632,0.068,384,0.873,0.259,0.424,23,0
Minnesota Timberwolves,95.6,102.38,-6.78,91.37,104.37,111.38,-7.02,0.484,0.513,0.518,0.561,22,60,49.82,103.07,119.2,24,0.484,0.513,0.183,0.269,0.152,0.141,0.275,0.264,104.37,111.38,5.87,7.18,12.84,11.56,32.33,33.77,21.7,25.2,8.2,8.09,4.07,6.2,15.22,14.12,25.1,19.03,0,125,14477,16802,4,37,1,1,4,0,0,3,1,3,13,11,0,0,31.3,38.5,84.3,0.457,4.1,11.9,0.34,15.7,20.6,0.761,13.5,19.8,11.8,30.3,42.1,21.9,7.4,4.2,96.8,11.6,0.815,0.306,0.181,0.122,0.206,0.185,0.474,0.589,0.43,0.379,0.399,0.35,0.474,0.035,210,0.862,0.191,0.358,27,0
Milwaukee Bucks,97.02,103.92,-6.89,91.47,105.14,112.83,-7.69,0.482,0.524,0.522,0.568,26,56,50.61,105.12,119.79,34,0.482,0.524,0.215,0.25,0.155,0.143,0.3,0.27,105.14,112.83,5.97,7.79,13.94,11.55,31.23,32.63,23.26,25.33,7.19,8.57,4.77,5.35,15.49,14.31,23.1,22.87,1,129,15596,16739,13,21,3,0,2,3,0,2,1,2,13,12,0,0,32.8,39.8,86.3,0.461,5.1,14.6,0.352,19.7,26.2,0.751,14.9,17.8,12,29.2,41.2,22.9,6.4,4.7,104.4,11.6,0.805,0.33,0.149,0.117,0.21,0.195,0.474,0.561,0.411,0.381,0.433,0.344,0.535,0.047,288,0.847,0.26,0.411,11,0
Miami Heat,91.35,100,-8.65,89.94,100.81,110.16,-9.35,0.482,0.51,0.522,0.554,15,67,46.62,97.15,115.31,43,0.482,0.51,0.218,0.246,0.155,0.148,0.221,0.281,100.81,110.16,6.61,7.42,10,12.31,31.52,35.16,22.12,24.41,7.93,8.48,4.78,4.58,15.49,14.83,22.47,22.17,1,125,19464,17504,35,17,0,0,7,4,0,2,1,2,15,5,0,1,32.6,36.2,79.9,0.453,5.5,15.1,0.365,17.3,23.7,0.729,14.6,18.4,8.8,29.6,38.4,22.5,7.5,3.9,95.2,13.4,0.783,0.268,0.115,0.107,0.294,0.217,0.467,0.614,0.391,0.37,0.397,0.358,0.534,0.051,284,0.829,0.221,0.403,11,0
Memphis Grizzlies,100.7,106.9,-6.21,94.99,105.33,111.83,-6.49,0.5,0.521,0.539,0.557,22,60,48.32,105.7,126.28,24,0.5,0.521,0.225,0.196,0.155,0.135,0.238,0.266,105.33,111.83,7.91,7.54,10.82,11.89,32.75,34.71,20.08,25.04,6.42,9.07,4.92,5.14,15.45,13.46,20.31,23.5,2,139,12770,16985,20,10,0,0,10,1,0,2,1,2,14,12,0,0,31.8,40.3,87.3,0.462,8.1,21.9,0.368,17.9,23.8,0.753,15.4,17.3,10.2,32.5,42.8,19.2,5.8,5.2,106.6,12.4,0.736,0.324,0.142,0.093,0.178,0.264,0.492,0.61,0.424,0.362,0.399,0.349,0.42,0.054,336,0.887,0.197,0.389,29,0
Los Angeles Lakers,108.59,101.33,7.26,95.42,113.23,105.67,7.55,0.525,0.485,0.57,0.526,57,25,50.78,126.92,110.98,65,0.525,0.485,0.256,0.214,0.142,0.143,0.263,0.266,113.23,105.67,8.42,7.05,11.42,12.57,34.61,32.06,25.47,22.8,8.32,8.06,5.57,4.68,14.22,14.3,21.5,23.53,3,161,18997,18671,21,28,4,10,0,2,0,1,0,0,1,1,1,1,32.2,41.3,84.8,0.487,6.8,18.7,0.362,24.5,31.4,0.779,13.5,19,11.2,34.9,46.1,25,7.6,5.3,113.8,12.6,0.743,0.328,0.109,0.093,0.213,0.257,0.51,0.632,0.427,0.389,0.417,0.378,0.554,0.069,439,0.863,0.28,0.422,13,0
Los Angeles Clippers,93.81,101.07,-7.27,92.15,101.16,109.49,-8.33,0.465,0.503,0.52,0.546,23,59,47.95,102.94,116.04,19,0.465,0.503,0.264,0.236,0.148,0.143,0.231,0.269,101.16,109.49,4.6,6.42,10.52,12.1,32.76,35.1,22.78,24.23,7.33,7.79,5.23,5.13,14.83,14.27,22.95,23.42,2,113,16888,16629,35,22,2,0,4,4,1,2,1,4,12,14,0,0,31.8,35.4,79.5,0.445,4.2,12.7,0.329,22.5,28.3,0.794,14.5,19.9,9.8,32.4,42.2,20.5,5.9,5.4,97.5,12.9,0.833,0.261,0.128,0.153,0.291,0.167,0.46,0.592,0.428,0.387,0.395,0.324,0.571,0.034,202,0.917,0.151,0.362,16,2
Indiana Pacers,103.99,105.39,-1.4,97.48,106.27,107.85,-1.58,0.498,0.498,0.54,0.548,36,46,48.68,114.52,118.54,36,0.498,0.498,0.224,0.271,0.15,0.154,0.244,0.261,106.27,107.85,9.41,7.56,11.27,11.59,32.81,34.94,23.23,22.71,7.76,8.27,5.14,5.19,15.04,15.39,23.94,22.24,2,128,12222,17218,14,25,3,3,2,0,0,2,0,2,9,9,0,0,32.2,38.5,86,0.448,9.9,25.3,0.393,21.2,26.6,0.795,14.7,21.7,10.4,33.5,43.9,24.1,7.2,4.8,108.2,14,0.711,0.246,0.138,0.111,0.216,0.289,0.472,0.616,0.423,0.38,0.386,0.374,0.496,0.03,193,0.927,0.188,0.398,10,0
Houston Rockets,96.72,92.04,4.68,90.05,107.13,101.59,5.54,0.492,0.465,0.528,0.508,55,27,52.33,110.92,99.1,53,0.492,0.465,0.2,0.214,0.145,0.143,0.291,0.252,107.13,101.59,7.88,5.83,13.54,12.03,35.92,32.86,23.73,20.84,8.08,8.37,5.67,5.1,14.47,14.28,21.73,21.74,0,103,17525,17528,17,33,3,4,0,1,0,2,0,5,5,5,1,1,32.4,36.7,82.6,0.444,7.3,21.2,0.342,17.3,23,0.753,13.3,16.6,11.2,32.3,43.6,22.7,6.9,6.1,97.9,12.7,0.745,0.315,0.127,0.096,0.206,0.255,0.485,0.593,0.41,0.404,0.403,0.342,0.522,0.04,243,0.846,0.204,0.375,12,0
Golden State Warriors,111.04,108.83,2.21,98.8,111.81,109.73,2.09,0.511,0.509,0.548,0.555,48,34,47.87,122.29,122.89,29,0.511,0.509,0.208,0.258,0.131,0.163,0.272,0.297,111.81,109.73,9.35,7.03,12.83,12.95,30.65,34.47,22.51,23.84,9.14,6.97,4.63,5.08,13.05,16.29,23.03,21.35,2,134,19631,17256,20,26,1,5,3,3,1,2,0,1,9,10,0,0,34.1,44,95.3,0.462,9.4,26.6,0.352,20.4,26.9,0.757,13.6,20.2,11.5,29.7,41.2,25.5,9.7,3.7,117.7,12.7,0.705,0.345,0.121,0.068,0.171,0.295,0.506,0.634,0.378,0.378,0.39,0.348,0.459,0.047,319,0.815,0.245,0.39,21,0
Detroit Pistons,97.46,90.07,7.39,87.3,111.36,103.06,8.3,0.495,0.47,0.539,0.517,59,23,51.42,114.09,95.99,39,0.495,0.47,0.23,0.244,0.127,0.146,0.294,0.263,111.36,103.06,6.79,5.71,13.57,12.07,33.76,32.71,25.51,21.81,8.12,6.66,6.58,4.45,12.68,14.61,23.52,22.58,0,124,22076,17715,26,20,2,4,0,2,0,2,0,1,2,8,1,1,31.4,38.5,83.6,0.46,6.9,17.9,0.386,19.4,23.8,0.814,10.7,17,10,29.5,39.5,25.4,7,4.8,103.2,13.5,0.797,0.265,0.085,0.153,0.295,0.203,0.481,0.613,0.392,0.405,0.428,0.366,0.566,0.047,278,0.842,0.259,0.366,14,0
Denver Nuggets,110.66,106.95,3.71,99.14,110.63,106.64,3.99,0.51,0.499,0.557,0.535,50,32,49.28,127.77,119.98,54,0.51,0.499,0.269,0.203,0.144,0.156,0.255,0.279,110.63,106.64,6.94,7.55,11.19,12.67,32.89,32.59,24.68,25.62,9.17,7.83,6.72,4.78,14.4,15.59,21.11,23.71,3,148,17365,18116,27,49,5,4,0,2,0,0,0,4,8,2,1,1,33.8,42,87.9,0.478,4.1,11.9,0.344,25.9,34,0.763,14.9,18.4,10.9,34.4,45.3,27.8,9.5,7.9,113.9,11.9,0.772,0.362,0.102,0.1,0.208,0.228,0.504,0.622,0.4,0.392,0.404,0.355,0.551,0.076,488,0.907,0.241,0.403,32,0
Dallas Mavericks,100.42,95.88,4.54,89.85,111.48,106.09,5.4,0.502,0.474,0.554,0.524,51,31,51.65,115.96,103.49,50,0.502,0.474,0.259,0.252,0.134,0.128,0.267,0.25,111.48,106.09,6.69,5.51,11.96,11.9,35.78,32.64,23.29,20.87,6.63,7.23,5.44,4.82,13.38,12.81,24.18,23.47,2,145,20286,17716,24,20,2,10,0,4,0,1,0,0,7,6,1,1,31.2,39.2,82.7,0.474,6.1,17,0.36,22.8,27.9,0.819,12.3,20.3,10.8,34.6,45.3,23.4,6.3,5.2,107.3,13,0.785,0.264,0.108,0.17,0.243,0.215,0.495,0.611,0.398,0.438,0.453,0.352,0.503,0.039,239,0.903,0.279,0.371,19,0
Cleveland Cavaliers,96.38,96.73,-0.35,89.9,106.27,106.56,-0.29,0.48,0.494,0.52,0.538,45,37,52.45,107.06,107.52,66,0.48,0.494,0.221,0.24,0.145,0.141,0.304,0.241,106.27,106.56,7.42,6.8,14.68,10.94,34.46,33.58,22.05,23.12,7.79,7.51,5.74,5.21,14.54,14.13,23.02,22.38,2,115,20465,17992,19,28,3,1,3,1,0,1,0,3,4,1,1,1,31.4,40.3,89.5,0.45,5.8,16.3,0.354,21.2,29.2,0.726,14.8,19.7,13.8,33.8,47.6,22.1,7.5,6,107.5,12.7,0.769,0.321,0.105,0.106,0.238,0.231,0.463,0.602,0.366,0.357,0.365,0.358,0.498,0.041,251,0.821,0.345,0.383,9,0
Chicago Bulls,97.33,100.42,-3.09,92.9,104.11,107.48,-3.37,0.47,0.496,0.515,0.545,33,49,50.23,108.04,113.62,41,0.47,0.496,0.223,0.258,0.151,0.157,0.289,0.27,104.11,107.48,6.18,7.45,13.7,11.93,32.33,33.7,23.62,23.42,8.28,8.46,5.6,6.07,15.07,15.68,23.27,22.79,3,117,21988,17354,28,18,4,0,2,0,0,2,1,1,11,7,0,1,31,35.6,81.7,0.436,4.3,12.7,0.337,17.2,22.9,0.749,13.1,19.2,12.6,30.6,43.2,22.5,8,5.4,92.6,12.6,0.81,0.306,0.102,0.12,0.282,0.19,0.452,0.537,0.392,0.384,0.411,0.363,0.556,0.046,284,0.873,0.232,0.396,11,0
Charlotte Bobcats,97.06,101.44,-4.38,91.58,104.92,109.81,-4.89,0.492,0.505,0.532,0.547,32,50,48.16,106.35,116.57,35,0.492,0.505,0.23,0.235,0.15,0.149,0.256,0.291,104.92,109.81,6.97,6.83,11.76,13.19,32.17,34.17,23.04,23.56,8.09,8.25,5.3,6.28,14.96,14.94,23.43,22.72,4,137,14717,17294,21,12,1,0,3,1,0,3,1,2,12,10,0,0,34.2,38.2,83.7,0.457,6.9,18.6,0.369,19.3,27.4,0.707,14.8,19.5,9.8,30.8,40.7,22.4,8,5.1,102.6,12,0.78,0.338,0.114,0.098,0.229,0.22,0.476,0.586,0.412,0.358,0.395,0.367,0.526,0.053,308,0.888,0.351,0.372,6,0
Boston Celtics,100.55,90.29,10.26,90.66,110.49,99.22,11.27,0.522,0.457,0.569,0.508,66,16,51.93,117.29,92.93,62,0.522,0.457,0.267,0.253,0.158,0.168,0.266,0.256,110.49,99.22,7.99,6.5,11.12,12.05,35.04,30.69,24.57,20.63,9.33,7.96,5.08,5.21,15.83,16.83,24.98,24.36,1,131,18624,19042,22,24,3,6,0,2,0,2,0,1,1,2,1,1,31.2,40.1,81.2,0.494,6.6,16.9,0.388,22.1,27.9,0.79,15,19,9.5,32.3,41.8,25.4,8.6,5.3,108.8,12.7,0.751,0.32,0.118,0.102,0.211,0.249,0.506,0.615,0.405,0.405,0.447,0.381,0.549,0.045,267,0.874,0.253,0.41,15,0
Atlanta Hawks,98.22,100.04,-1.82,91,106.99,108.62,-1.63,0.483,0.501,0.535,0.541,37,45,50.79,111.15,112.67,47,0.483,0.501,0.263,0.217,0.155,0.143,0.297,0.283,106.99,108.62,5.1,6.78,13.39,12.82,32.6,31.59,23.96,24.17,7.97,8.14,5.95,5.58,15.54,14.29,22.22,23.74,1,154,16281,16854,21,18,2,0,1,5,0,0,0,0,8,4,1,1,34,38.4,85.3,0.451,5,14.1,0.358,21.2,27.2,0.777,15,18.9,11.1,31.8,42.9,25,7.5,6.2,103.1,11.5,0.835,0.339,0.14,0.096,0.261,0.165,0.473,0.602,0.414,0.342,0.386,0.356,0.572,0.062,370,0.836,0.25,0.387,17,1
