Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
New York Knicks,106.51,105.73,0.78,95.19,111.33,110.4,0.93,0.513,0.511,0.561,0.554,42,40,47.89,118.16,116.98,44.72727273,0.513,0.511,0.246,0.24,0.14,0.149,0.243,0.281,111.33,110.4,9.75,6.83,10.8,12.28,31.49,33.69,22.4,21.42,7.97,7.46,6.06,4.58,13.95,14.94,22.22,21.69,3,148,19729,18044,26,27,2,2,2,7,0,1,0,1,6,7,1,1,32.8,41.6,88.9,0.468,8.2,22.4,0.365,25,30.1,0.828,14.2,18.4,10,30.4,40.5,23.4,7.1,5.5,116.4,13.5,0.697,0.265,0.166,0.086,0.179,0.303,0.496,0.665,0.377,0.382,0.411,0.368,0.475,0.054,349,0.821,0.27,0.424,12,0
New Orleans Hornets,94.93,94.04,0.89,88.32,106.67,105.86,0.81,0.493,0.501,0.537,0.543,46,36,50.51,107.71,104.94,26.09090909,0.493,0.501,0.226,0.22,0.137,0.154,0.251,0.238,106.67,105.86,6.09,7.65,11.29,10.56,33.82,33.73,23.17,23.87,8.55,6.82,4.92,5.44,13.72,15.45,23.56,22.98,1,132,14709,17180,12,27,0,1,1,7,0,1,0,1,7,15,1,0,32.1,36.6,77.4,0.473,5.2,14.7,0.354,19.1,25,0.765,12.2,19.4,10,31.1,41.2,23.4,8.7,4.4,97.6,12.8,0.808,0.223,0.213,0.136,0.237,0.192,0.482,0.657,0.401,0.402,0.436,0.36,0.523,0.036,210,0.863,0.322,0.37,13,2
New Jersey Nets,94.17,100.42,-6.24,89.7,103.28,110.58,-7.31,0.474,0.503,0.517,0.547,24,58,49.45,102.35,114.57,27.33333333,0.474,0.503,0.215,0.241,0.143,0.13,0.261,0.258,103.28,110.58,6.14,6.81,12.16,11.4,32.63,34.58,23.04,24.5,6.13,7.53,5.14,5.04,14.3,12.95,24.17,22,2,138,14180,17099,33,40,0,1,2,6,0,2,0,2,12,12,0,0,30.9,36.6,82.2,0.446,5,14.6,0.34,19.6,24.9,0.786,13.1,19.2,10.4,28.2,38.6,21.5,4.9,4.9,97.8,12.8,0.799,0.236,0.213,0.123,0.227,0.201,0.464,0.606,0.422,0.384,0.398,0.343,0.55,0.052,307,0.808,0.272,0.353,18,1
Minnesota Timberwolves,101.07,107.71,-6.63,96.21,104.53,111.45,-6.92,0.483,0.514,0.526,0.56,17,65,51.06,107.99,125.34,32.3030303,0.483,0.514,0.217,0.251,0.171,0.143,0.296,0.263,104.53,111.45,7.43,8.06,13.68,11.52,32.24,32.52,20.81,25.63,7.47,9.8,5.32,5.64,17.1,14.3,23.02,21.67,1,142,15243,16886,18,29,2,1,3,1,0,2,1,6,15,12,0,0,29.7,40.9,89.8,0.456,6.8,17.4,0.391,19.2,24.5,0.783,16.9,20.4,14.3,34.9,49.2,21.1,6.7,5.9,107.9,12.7,0.777,0.241,0.233,0.099,0.204,0.223,0.459,0.611,0.387,0.391,0.395,0.376,0.476,0.034,207,0.779,0.204,0.458,27,1
Milwaukee Bucks,91.88,92.72,-0.84,89.43,101.96,102.84,-0.88,0.467,0.481,0.511,0.528,35,47,49.1,100.28,103.27,38.51515152,0.467,0.481,0.218,0.236,0.139,0.162,0.247,0.252,101.96,102.84,6.54,5.91,11.67,11.31,33.56,35.56,20.91,22.41,8.35,6.86,5.4,5.3,13.89,16.23,22.76,22.91,2,106,15412,16912,11,16,0,5,2,1,0,2,1,1,9,9,0,0,32.1,34.2,79.6,0.43,6.3,17.6,0.358,16.3,21.8,0.747,12.5,18.3,10.4,31.3,41.7,19.5,8,5.5,91,12.8,0.784,0.268,0.165,0.123,0.227,0.216,0.454,0.585,0.372,0.381,0.4,0.342,0.48,0.026,160,0.882,0.299,0.395,11,0
Miami Heat,102.06,94.6,7.46,90.35,112.4,104,8.4,0.524,0.475,0.573,0.518,58,24,51.82,116.54,99.65,57.15151515,0.524,0.475,0.279,0.223,0.146,0.137,0.252,0.245,112.4,104,7.35,7.32,10.61,11.58,35.81,31.49,22.01,22.13,7.31,7.7,5.78,3.3,14.56,13.65,22.48,23.97,3,160,19779,19447,20,16,5,4,1,5,0,1,0,1,2,2,1,1,30.7,45.6,91.7,0.498,5.3,15,0.354,28.9,37.3,0.774,15.9,17.5,9.5,34.3,43.8,24.8,7.2,5.3,125.5,13.7,0.765,0.242,0.155,0.102,0.267,0.235,0.515,0.695,0.458,0.403,0.428,0.37,0.479,0.053,308,0.819,0.327,0.435,11,1
Memphis Grizzlies,99.94,97.6,2.34,91.12,108.57,105.66,2.91,0.493,0.502,0.534,0.545,46,36,50.52,112.95,107.89,50.93939394,0.493,0.502,0.219,0.228,0.146,0.172,0.289,0.275,108.57,105.66,4.09,7.75,12.85,11.95,31.68,31.52,22.4,22.76,10.22,8.09,5.84,6.67,14.59,17.19,22.59,23.16,0,152,14651,16441,29,41,4,4,4,6,0,1,0,0,8,4,1,1,33.4,40.7,84.2,0.483,3.6,9.8,0.365,19.4,25.5,0.761,13.3,18.1,12.2,30.9,43,21.7,9.1,5.3,104.4,10.8,0.864,0.309,0.244,0.107,0.204,0.136,0.492,0.66,0.407,0.398,0.388,0.334,0.488,0.042,265,0.906,0.267,0.389,25,0
Los Angeles Lakers,101.48,95.37,6.11,90.42,111.38,104.53,6.85,0.502,0.477,0.545,0.514,57,25,51.46,117.72,105.76,50.93939394,0.502,0.477,0.228,0.181,0.138,0.143,0.292,0.277,111.38,104.53,7.01,7.46,13.24,13.39,35.02,32.07,24.11,24.42,8.06,7.82,5.65,4.97,13.8,14.32,20.81,22.72,3,154,18997,19088,3,14,7,6,0,3,0,4,0,1,2,3,1,1,32.2,40.9,86,0.476,5.2,14.9,0.349,22.1,28.2,0.783,12.5,17.6,12.8,32.8,45.5,22.7,7.4,5.7,109.2,12.7,0.78,0.256,0.206,0.118,0.199,0.22,0.494,0.666,0.428,0.441,0.373,0.352,0.527,0.046,287,0.819,0.286,0.411,22,1
Los Angeles Clippers,98.65,101.78,-3.13,92.21,106.04,109.72,-3.67,0.496,0.499,0.535,0.546,32,50,50.97,107.95,114.12,49.6969697,0.496,0.499,0.235,0.25,0.167,0.14,0.284,0.268,106.04,109.72,6.73,7.68,12.52,12.02,32.79,31.68,23.77,24.02,7.67,8.66,5.27,5.31,16.69,13.97,22.72,23.81,0,157,17743,17614,33,32,8,1,3,6,0,2,0,0,13,5,0,1,32.4,39.3,83.6,0.47,6.2,17.6,0.35,21.2,29.9,0.707,15.8,19.1,11.9,31.1,42.9,24.4,6.7,4.8,105.9,12.1,0.77,0.307,0.199,0.081,0.183,0.23,0.493,0.664,0.393,0.369,0.368,0.338,0.548,0.085,502,0.864,0.254,0.319,18,0
Indiana Pacers,99.79,100.87,-1.07,94.41,105.17,106.53,-1.36,0.486,0.487,0.533,0.531,37,45,50.15,109.37,111.82,52.18181818,0.486,0.487,0.235,0.237,0.156,0.141,0.259,0.26,105.17,106.53,7.52,6.58,11.75,11.99,34.15,33.72,20.7,21.51,7.51,7.92,5.86,6.02,15.55,14.14,22.9,22.64,5,134,13538,16844,15,32,2,1,4,3,0,2,0,1,8,3,1,1,29.2,40.1,88.1,0.455,6.9,18.2,0.382,21.8,27,0.805,16.1,19.6,10.3,32.5,42.8,21.3,6.9,6.4,108.8,13.2,0.756,0.245,0.182,0.116,0.213,0.244,0.471,0.627,0.402,0.397,0.391,0.354,0.45,0.047,288,0.892,0.203,0.394,11,0
Houston Rockets,105.92,103.73,2.18,94.09,111.43,109.3,2.13,0.503,0.5,0.55,0.543,43,39,50.03,119.94,116.15,42.24242424,0.503,0.5,0.239,0.219,0.135,0.14,0.274,0.273,111.43,109.3,8.69,5.76,12.34,12.27,32.71,32.79,25.08,21.94,7.46,7.56,4.76,5.77,13.45,14.03,21.06,22.54,2,124,16191,16969,12,47,1,3,0,5,0,3,0,2,9,9,0,0,31.8,39.8,85.5,0.466,8.5,22,0.385,22.9,28.4,0.806,12.8,18.8,10.7,31.1,41.9,25.3,7.3,4.3,111.1,12.9,0.736,0.263,0.203,0.092,0.177,0.264,0.486,0.644,0.394,0.405,0.398,0.367,0.553,0.026,165,0.851,0.227,0.4,15,0
Golden State Warriors,103.38,105.71,-2.33,94.57,108.49,110.99,-2.5,0.51,0.509,0.544,0.557,36,46,47.51,115.05,122.15,28.57575758,0.51,0.509,0.183,0.259,0.148,0.161,0.267,0.307,108.49,110.99,8.77,7.26,12.22,13.46,30.33,33.59,23.64,25.98,9.43,8.6,5.2,4.51,14.81,16.1,23.11,19.36,1,124,18693,17050,17,33,0,0,3,7,0,2,0,1,12,13,0,0,34.1,42.8,92.2,0.465,8.8,22.4,0.391,17.1,21.6,0.792,15.2,19.7,10.7,29.2,39.9,25.3,9.5,4.1,111.5,13,0.752,0.276,0.169,0.093,0.214,0.248,0.484,0.656,0.37,0.349,0.412,0.392,0.489,0.048,317,0.866,0.295,0.432,19,1
Detroit Pistons,96.96,100.56,-3.6,88.52,108.44,112.31,-3.87,0.495,0.526,0.533,0.567,30,52,48.7,106,116.73,31.06060606,0.495,0.526,0.206,0.235,0.137,0.152,0.274,0.279,108.44,112.31,6.44,7.12,12.7,11.8,30.5,33.64,23.6,26.02,8.12,7.74,4.47,5.19,13.65,15.19,22.22,21.04,3,122,16660,16732,15,17,4,2,3,2,0,3,1,0,11,10,0,0,28.8,37.7,80.7,0.467,4,10.9,0.362,17.1,22.8,0.75,11.3,17.5,12,26.9,38.9,21.8,7.1,3.8,96.6,12,0.811,0.307,0.15,0.132,0.222,0.189,0.479,0.634,0.376,0.376,0.396,0.376,0.507,0.043,246,0.892,0.365,0.397,18,1
Denver Nuggets,107.45,102.7,4.76,94.9,113.08,108.05,5.03,0.526,0.5,0.574,0.542,50,32,50.4,120.2,115.02,47.21212121,0.526,0.5,0.281,0.224,0.145,0.138,0.239,0.246,113.08,108.05,8.5,7.39,10.15,11.09,34.04,32.4,23.27,23.35,7.76,7.84,4.52,6.26,14.5,13.82,22.06,23.92,2,195,16989,17285,22,38,2,4,2,2,0,1,0,2,5,6,1,1,30.5,39.3,80.5,0.488,6.9,17.5,0.392,25.1,31.4,0.799,13.8,19.1,9.3,33,42.3,22.3,7,4.6,110.5,12.3,0.742,0.349,0.133,0.074,0.186,0.258,0.506,0.633,0.371,0.378,0.414,0.388,0.497,0.059,355,0.875,0.286,0.4,17,1
Dallas Mavericks,100.24,96.01,4.23,90.92,110.11,105.34,4.78,0.525,0.488,0.565,0.528,57,25,50.44,116.67,105.39,44.72727273,0.525,0.488,0.222,0.206,0.148,0.143,0.241,0.252,110.11,105.34,8.64,6.8,10.45,11.77,35.07,32.9,26.18,22.6,7.46,8.34,4.72,4.05,14.83,14.29,21.1,22.08,3,116,20102,16745,6,21,4,1,0,6,0,2,0,1,3,7,1,1,28.3,37.7,77.7,0.486,8,21.8,0.367,18.2,22.7,0.804,13.4,17.6,9.2,35.7,44.9,24.7,6.9,4.5,101.7,13.6,0.726,0.24,0.162,0.125,0.199,0.274,0.516,0.684,0.407,0.423,0.461,0.365,0.565,0.053,321,0.905,0.293,0.392,18,1
Cleveland Cavaliers,95.45,104.46,-9.01,92.49,102.81,112.39,-9.57,0.472,0.524,0.518,0.561,19,63,48.07,101.49,123.56,26.09090909,0.472,0.524,0.233,0.211,0.148,0.14,0.242,0.267,102.81,112.39,6.69,8.71,11.24,11.73,32.17,35.11,22.59,26.03,7.15,8.12,4.48,6.42,14.78,14.01,21.65,22.92,2,134,20112,16200,26,20,3,0,8,2,0,4,2,2,15,13,0,0,29.9,35.7,82.2,0.434,5.5,16.6,0.333,19.1,25.5,0.748,14.2,18.7,11.5,31.4,42.8,21.6,6.6,4,95.9,12.3,0.776,0.296,0.179,0.097,0.203,0.224,0.461,0.61,0.355,0.333,0.398,0.342,0.542,0.051,312,0.847,0.234,0.37,7,0
Chicago Bulls,98.62,91.31,7.32,89.74,109.06,100.63,8.43,0.501,0.463,0.541,0.509,62,20,53.48,115,97.24,62.12121212,0.501,0.463,0.227,0.222,0.149,0.148,0.294,0.238,109.06,100.63,6.89,5.74,13.04,11.13,35.79,31.21,24.64,20.91,7.98,7.63,6.31,6.41,14.89,14.76,22.1,22.11,2,127,21792,18431,16,18,1,4,0,2,0,3,0,1,1,1,1,1,31.2,41.1,87.6,0.469,6.3,18.1,0.35,20.9,27,0.775,14.6,18,12.1,33.5,45.6,24,6.4,5.1,109.3,12.5,0.785,0.304,0.151,0.102,0.229,0.215,0.489,0.638,0.389,0.404,0.397,0.361,0.548,0.052,314,0.863,0.275,0.373,17,0
Charlotte Bobcats,93.29,97.29,-4,89.23,103.9,108.52,-4.62,0.482,0.5,0.528,0.544,34,48,50.32,103.95,111.21,8.696969697,0.482,0.5,0.237,0.229,0.153,0.14,0.257,0.248,103.9,108.52,5.34,7.85,11.52,10.94,33.19,33.27,23.47,24.17,7.12,8.18,5.88,6.75,15.25,13.98,22.23,23.53,1,145,15846,16473,20,18,5,0,4,6,0,3,1,2,10,15,0,0,32.6,35.6,80,0.445,6.3,18.9,0.334,18.7,24.2,0.773,13.9,17.1,9.1,28.8,37.9,23.9,6.2,4,96.2,12,0.811,0.334,0.145,0.097,0.235,0.189,0.48,0.61,0.354,0.395,0.41,0.327,0.56,0.045,242,0.86,0.187,0.373,18,0
Boston Celtics,96.5,91.13,5.37,89.95,106.75,100.89,5.85,0.519,0.469,0.561,0.516,56,26,49.47,113.27,96.54,48.45454545,0.519,0.469,0.235,0.235,0.15,0.161,0.211,0.253,106.75,100.89,5.5,5.98,8.62,11.64,34.29,32.23,25.91,20.7,9.12,7.75,4.64,4.91,15.04,16.11,22.64,22.4,3,122,18624,18965,14,17,3,6,0,5,0,2,0,1,3,4,1,1,32.3,39.2,78.2,0.502,5.8,14.4,0.399,19.3,24.8,0.781,14.4,18,7.4,32.4,39.8,28.1,8.6,4.1,103.6,12.1,0.82,0.313,0.14,0.113,0.254,0.18,0.513,0.674,0.376,0.445,0.42,0.365,0.597,0.043,256,0.882,0.26,0.467,8,0
Atlanta Hawks,95,95.82,-0.82,88.96,106.52,107.65,-1.12,0.501,0.495,0.542,0.537,44,38,49.2,106.88,108.84,49.6969697,0.501,0.495,0.209,0.211,0.143,0.134,0.235,0.254,106.52,107.65,6.87,6.29,10.42,11.5,33.64,34.09,24.64,23.99,6.8,7.51,4.66,4.77,14.33,13.37,21.25,20.78,6,102,15649,16958,11,14,2,2,4,7,0,1,0,0,5,5,1,1,31.5,38.5,81.1,0.474,6.1,17.1,0.356,14.7,19.2,0.768,12.2,17.7,9.3,33.1,42.4,23.5,6,4.7,97.8,13.5,0.778,0.233,0.175,0.097,0.274,0.222,0.494,0.649,0.434,0.39,0.436,0.352,0.55,0.045,263,0.882,0.349,0.38,13,1
