Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
New York Knicks,95.63,102.04,-6.4,90.92,103.87,111.1,-7.23,0.481,0.511,0.534,0.562,23,59,51.75,98.05,113.11,33,0.481,0.511,0.303,0.294,0.185,0.147,0.312,0.272,103.87,111.1,4.24,7.5,13.68,11.73,31.26,30.28,19.44,23.16,7.35,8.95,3.59,5.79,18.5,14.67,28.57,27.61,2,169,18931,17572,31,12,3,1,8,1,1,2,0,0,15,12,0,0,28.1,34.1,74.7,0.456,4.2,11.5,0.368,22.7,31.6,0.72,17.1,23,11.1,27.8,38.9,19.8,6.6,2.7,95.1,10,0.858,0.383,0.161,0.108,0.205,0.142,0.47,0.573,0.391,0.361,0.397,0.362,0.479,0.063,353,0.844,0.381,0.395,15,0
New Orleans Hornets,92.82,95.63,-2.82,89.24,103.35,106.48,-3.12,0.464,0.502,0.515,0.547,38,44,49.54,99.99,106.09,39,0.464,0.502,0.257,0.243,0.139,0.157,0.269,0.266,103.35,106.48,4.07,7.41,12.47,11.68,32.31,33.92,20.63,21.51,8.3,7.16,4.22,5.87,13.93,15.71,24.25,25.93,1,142,18169,16660,9,18,3,2,4,2,0,3,0,3,10,10,0,0,31.5,35.8,79.8,0.449,3.3,9.7,0.334,20.8,26,0.8,12,19.6,11.3,29.9,41.2,19.7,7.4,3.4,95.6,11.2,0.862,0.324,0.133,0.139,0.267,0.138,0.457,0.572,0.364,0.363,0.411,0.339,0.497,0.05,284,0.873,0.234,0.386,8,0
New Jersey Nets,93.79,92.43,1.37,89.9,103.81,102.34,1.47,0.478,0.476,0.528,0.526,49,33,49.81,105.35,101.67,41,0.478,0.476,0.263,0.266,0.144,0.151,0.24,0.237,103.81,102.34,6.44,6.28,11.1,10.63,34.27,35.09,25.43,22.16,7.53,7.95,3.75,4.44,14.37,15.08,25.69,25.51,0,129,16867,17711,20,20,2,6,1,1,0,3,0,1,3,6,1,1,34.2,36.6,81.1,0.451,5.9,17.3,0.34,24,31,0.773,13.7,20.6,10.5,32.6,43.1,26.2,7,3.6,103,12.9,0.771,0.299,0.114,0.102,0.257,0.229,0.472,0.569,0.393,0.36,0.44,0.33,0.634,0.052,292,0.893,0.269,0.373,16,1
Minnesota Timberwolves,91.73,93.61,-1.88,88.35,102.91,104.95,-2.04,0.48,0.475,0.524,0.52,33,49,48.85,103.22,101.01,32,0.48,0.475,0.227,0.236,0.154,0.147,0.252,0.287,102.91,104.95,4.24,6.11,11.1,13.32,33.14,32.96,23.48,21.25,7.65,7.37,6.44,5.11,15.41,14.71,25.85,23.74,1,122,16150,17421,15,29,5,1,1,1,1,4,1,2,14,13,0,0,33.4,37.2,78.9,0.472,3,9,0.33,19.8,25.4,0.781,13.9,19.9,9.8,30.8,40.6,22.3,6.7,5.4,97.3,12.5,0.851,0.285,0.118,0.145,0.304,0.149,0.478,0.601,0.441,0.406,0.41,0.329,0.57,0.048,289,0.797,0.197,0.414,19,0
Milwaukee Bucks,97.81,98.84,-1.04,91.38,106.09,107.34,-1.25,0.492,0.504,0.535,0.55,40,42,50.52,106.56,111.6,28,0.492,0.504,0.238,0.262,0.152,0.152,0.273,0.254,106.09,107.34,6.71,6.49,12.29,11.02,32.38,32.78,23.4,24.46,7.9,8.03,3.57,5.48,15.23,15.24,25.16,25.65,2,127,16618,17120,7,20,1,2,4,1,0,1,0,4,8,14,1,0,33.7,36.7,80.1,0.459,5.9,14.8,0.398,20.9,27.9,0.75,14.6,20.9,11.3,30.7,42,21.3,6.8,3.1,100.2,11.4,0.797,0.339,0.134,0.132,0.192,0.203,0.472,0.575,0.39,0.395,0.4,0.38,0.536,0.043,266,0.878,0.295,0.401,2,0
Miami Heat,99.89,96.02,3.87,91.32,108.97,104.61,4.36,0.517,0.477,0.556,0.524,52,30,52.59,112.57,100.94,44,0.517,0.477,0.254,0.252,0.152,0.133,0.267,0.236,108.97,104.61,6.61,6.51,11.41,10.97,35.59,31.34,22.51,21.2,6.94,7.44,5.88,3.96,15.15,13.25,24.89,25.75,0,145,19955,18989,36,14,4,5,1,5,0,0,0,0,2,4,1,1,32.3,40.4,81.1,0.498,5.4,15.4,0.349,23,33,0.697,14.7,20.9,10.7,33.5,44.2,22.7,6.8,5.3,109.2,11.4,0.773,0.34,0.162,0.094,0.177,0.227,0.517,0.669,0.406,0.36,0.411,0.345,0.485,0.084,499,0.924,0.284,0.401,16,1
Memphis Grizzlies,92.17,88.48,3.7,86.19,106,101.65,4.35,0.496,0.469,0.537,0.516,49,33,49.1,101.99,99.24,22,0.496,0.469,0.241,0.237,0.148,0.161,0.258,0.28,106,101.65,8.28,5.72,11.7,12.99,33.37,33.68,22.24,22.49,8.42,8.37,6.2,6.39,14.81,16.09,24.64,26.16,1,118,15793,17211,17,21,1,3,2,2,0,1,0,2,5,15,1,0,32.3,33,72.3,0.456,6.3,17.6,0.361,18.9,26.4,0.714,11.9,18.5,11.2,28.8,40.1,19.7,7.1,6.6,91.2,12,0.742,0.328,0.145,0.092,0.178,0.258,0.474,0.603,0.372,0.335,0.392,0.374,0.494,0.051,275,0.885,0.304,0.386,8,0
Los Angeles Lakers,99.44,96.94,2.5,91.08,108.22,105.62,2.6,0.495,0.486,0.539,0.531,45,37,51.23,110.46,105.11,42,0.495,0.486,0.245,0.242,0.146,0.146,0.288,0.264,108.22,105.62,7.33,6.3,12.87,11.87,33.02,31.88,23.01,22.99,8.33,7.12,4.65,4.7,14.56,14.64,25.14,25.58,2,138,18883,18813,14,24,4,3,2,2,1,2,0,2,7,7,1,1,33.6,41.6,88.9,0.468,7.2,20.2,0.357,23.7,31.1,0.763,14.3,21.3,11,30.8,41.8,23,7.7,4.3,114.2,12.8,0.76,0.304,0.121,0.106,0.229,0.24,0.486,0.6,0.439,0.396,0.4,0.349,0.515,0.053,322,0.864,0.186,0.38,13,0
Los Angeles Clippers,97.2,95.62,1.57,91.55,105.49,103.5,2,0.487,0.471,0.54,0.516,47,35,51.77,112.43,103.56,40,0.487,0.471,0.263,0.24,0.15,0.132,0.254,0.241,105.49,103.5,3.84,6.26,10.96,11.33,35.79,32.1,22.61,23.3,7.07,7.52,6.66,4.69,14.96,13.15,24.78,23.46,0,137,17376,16944,9,28,1,2,3,2,1,2,0,0,6,9,1,0,34.5,39.6,83.8,0.472,3.4,9.3,0.366,22.8,28.2,0.807,13.7,20.3,10.3,34.1,44.4,21.2,6.4,6.7,105.3,11.9,0.869,0.248,0.174,0.206,0.242,0.131,0.483,0.593,0.467,0.469,0.392,0.344,0.537,0.032,186,0.886,0.217,0.393,14,0
Indiana Pacers,93.89,92,1.89,89.8,104.29,102.36,1.93,0.487,0.464,0.533,0.509,41,41,50.53,104.09,100.27,35,0.487,0.464,0.254,0.232,0.163,0.144,0.271,0.275,104.29,102.36,7.26,5.03,12.17,13.13,34.67,32.78,22.09,20.62,8.1,8.97,5.54,5.41,16.31,14.44,24.67,24.42,2,116,16180,17624,19,21,2,2,3,2,0,2,0,5,6,9,1,0,31,36.6,81.5,0.449,6.5,18.2,0.356,19.9,27.1,0.735,14.6,20.3,10.6,32.4,43,19.9,7.3,5.2,99.6,12.9,0.755,0.283,0.141,0.133,0.198,0.245,0.475,0.603,0.431,0.363,0.398,0.349,0.531,0.042,249,0.815,0.239,0.376,12,0
Houston Rockets,90.09,91.67,-1.59,87.94,101.67,103.3,-1.63,0.471,0.472,0.519,0.519,34,48,50.47,99.34,100.72,52,0.471,0.472,0.24,0.247,0.154,0.142,0.255,0.254,101.67,103.3,6.46,7.43,11.69,12.01,35.3,34.04,21.75,22.63,8.09,8,4.4,5.13,15.43,14.21,25.64,23.58,1,142,15515,17555,22,9,1,1,7,2,0,2,1,3,12,5,0,1,33.9,35.4,82,0.432,6,17.9,0.337,19.3,24.8,0.778,13.8,20.2,9.3,31,40.3,21,6.6,3.6,96.1,12.6,0.774,0.281,0.151,0.118,0.225,0.226,0.463,0.577,0.426,0.367,0.395,0.332,0.531,0.035,193,0.832,0.26,0.391,9,0
Golden State Warriors,98.49,99.84,-1.35,93.59,104.44,106.33,-1.89,0.479,0.492,0.521,0.536,34,48,48.73,105.06,112.79,42,0.479,0.492,0.232,0.243,0.144,0.157,0.269,0.284,104.44,106.33,8.08,6.09,12.67,12.78,32.14,34.57,21.91,23.74,7.81,7.48,4.6,5.31,14.45,15.69,25.1,24.92,0,142,18273,16775,21,18,2,4,4,0,0,2,1,1,13,8,0,1,33,37.1,86.3,0.429,8.5,24.8,0.34,20,27.5,0.73,13.5,20.1,11,31.6,42.6,22.7,7.3,4.1,102.6,13.1,0.73,0.283,0.152,0.083,0.211,0.27,0.467,0.633,0.348,0.357,0.374,0.341,0.519,0.051,315,0.789,0.267,0.38,13,0
Detroit Pistons,96.84,90.17,6.67,86.78,110.75,103.15,7.6,0.497,0.477,0.535,0.514,64,18,49.79,113.6,97.35,53,0.497,0.477,0.216,0.192,0.123,0.152,0.289,0.288,110.75,103.15,7.77,4.59,13.6,13.27,32.73,33.47,27.49,21.5,8.09,6.71,6.83,3.98,12.3,15.22,21.1,24.08,1,97,22076,18637,23,22,5,4,1,3,1,1,0,1,1,1,1,1,35.2,37.2,81.5,0.456,7.6,19.5,0.392,19.4,25.7,0.754,10.2,14.5,10.4,28.6,39,25,7,6.3,101.4,13.2,0.779,0.269,0.086,0.174,0.249,0.221,0.475,0.608,0.405,0.415,0.398,0.384,0.629,0.059,347,0.797,0.293,0.4,4,0
Denver Nuggets,100.33,100.1,0.23,93.72,105.71,105.31,0.39,0.488,0.493,0.535,0.534,44,38,49.67,113.82,111.15,45,0.488,0.493,0.258,0.227,0.152,0.162,0.268,0.28,105.71,105.31,4.5,6.8,11.6,12.38,31.94,31.68,24.68,25.14,8.97,7.52,5.95,5.59,15.16,16.21,23.94,24.52,1,173,17135,17638,26,31,3,4,1,2,0,1,0,3,3,6,1,1,31.4,41,85.6,0.479,2.4,8.5,0.286,23.6,31.3,0.756,15.1,21.5,10.9,32.6,43.5,24.6,8.4,6.7,108,11.4,0.839,0.367,0.088,0.103,0.28,0.161,0.487,0.613,0.368,0.377,0.401,0.325,0.591,0.075,466,0.886,0.303,0.319,20,1
Dallas Mavericks,99.15,93.07,6.07,88.17,111.32,104.75,6.58,0.495,0.475,0.55,0.525,60,22,52.4,111.7,97.51,67,0.495,0.475,0.285,0.257,0.145,0.15,0.318,0.278,111.32,104.75,5.7,5.55,14.1,12.83,33.29,30.32,20.17,19.67,8.12,7.36,6.68,5.49,14.45,15.02,25.11,26.87,4,142,20114,17592,31,18,4,3,1,7,0,2,0,3,4,1,1,1,31.1,39.5,83.2,0.475,5.9,15,0.397,22,27,0.814,11.1,19.7,11.2,29.5,40.7,18.1,7.2,5.2,106.9,11.8,0.825,0.287,0.143,0.178,0.218,0.175,0.481,0.571,0.423,0.425,0.447,0.374,0.435,0.035,195,0.894,0.232,0.422,19,0
Cleveland Cavaliers,97.59,95.35,2.23,89.5,108.21,105.51,2.7,0.492,0.49,0.538,0.532,50,32,51.81,106.82,104.06,50,0.492,0.49,0.263,0.226,0.149,0.14,0.284,0.243,108.21,105.51,6.72,6.19,12.97,10.89,33.96,32.67,21.1,22.48,7.67,7.29,5.3,4.82,14.86,13.99,23.44,24.86,0,181,19327,18798,11,18,2,1,2,1,0,3,0,1,4,2,1,1,32.3,40.2,85.2,0.471,3.8,11.5,0.33,25.3,34,0.746,14.4,20.2,12,30.2,42.2,22.4,7.1,5.5,109.5,11.9,0.772,0.351,0.121,0.103,0.198,0.228,0.487,0.616,0.375,0.348,0.399,0.339,0.482,0.054,317,0.803,0.365,0.36,15,0
Chicago Bulls,97.81,97.17,0.63,92.61,104.41,103.63,0.79,0.487,0.464,0.528,0.524,41,41,50.62,106.59,105.01,49,0.487,0.464,0.216,0.295,0.156,0.152,0.263,0.253,104.41,103.63,7.29,6.52,11.8,11.46,33.88,33.05,23.49,21.49,6.61,7.95,4.49,5.46,15.58,15.2,26.53,24.49,1,101,21188,17397,14,12,4,3,1,2,1,2,1,5,7,5,1,1,29.6,35.5,80.2,0.443,7,18.3,0.382,17.8,24,0.74,14.4,23.4,10.2,31.5,41.7,23.9,6.4,4.3,95.8,13,0.781,0.292,0.106,0.114,0.269,0.219,0.465,0.551,0.42,0.41,0.412,0.379,0.552,0.025,158,0.813,0.284,0.389,12,0
Charlotte Bobcats,96.87,100.87,-4,93.24,102.72,106.86,-4.15,0.464,0.514,0.509,0.558,26,56,47.47,103.73,114.74,33,0.464,0.514,0.233,0.263,0.144,0.184,0.271,0.293,102.72,106.86,5.54,5.92,12.8,12.15,29.36,34.46,22.2,24.3,10.63,7.46,4.58,5.7,14.42,18.39,25.35,24.92,1,149,16366,17117,23,15,2,1,3,1,0,2,1,0,13,11,0,0,31.6,36.9,82.6,0.447,4.3,12.5,0.347,19,26.4,0.718,13.7,21.2,12.2,27.2,39.3,23.8,9.7,4.6,97.2,11.9,0.816,0.328,0.12,0.107,0.261,0.184,0.454,0.566,0.407,0.364,0.371,0.339,0.527,0.04,244,0.893,0.315,0.411,18,1
Boston Celtics,97.96,99.5,-1.54,92.33,105.03,106.88,-1.84,0.504,0.49,0.551,0.541,33,49,49.74,107.1,109.79,24,0.504,0.49,0.263,0.282,0.17,0.149,0.256,0.272,105.03,106.88,6.11,5.84,10.63,11.92,31.8,31.03,22.44,23.09,7.56,9.01,5.52,5.29,17.01,14.93,26.58,24.06,0,150,16899,17920,14,20,1,1,3,3,0,1,1,3,11,15,0,0,32.9,39.7,83.1,0.478,6.7,18.3,0.368,22.5,28.9,0.777,15.5,20.3,8.8,29.3,38.1,23.9,6.6,4.6,108.7,12,0.796,0.341,0.117,0.111,0.228,0.204,0.494,0.602,0.381,0.411,0.43,0.362,0.523,0.042,247,0.895,0.267,0.39,14,2
Atlanta Hawks,97.22,101.98,-4.76,90.63,106.19,111.35,-5.15,0.486,0.513,0.534,0.559,26,56,49.89,104.18,112.88,30,0.486,0.513,0.255,0.275,0.165,0.156,0.314,0.305,106.19,111.35,5.65,5.91,14.24,13.06,29.73,31.09,21.65,22.49,7.82,7.95,5.25,5.62,16.45,15.55,27.36,24.7,1,134,15069,17067,38,15,3,1,2,2,1,2,1,1,14,13,0,0,31,37.6,84.3,0.446,4.6,13.2,0.35,20.1,27.4,0.731,16.3,23.6,13.7,27.4,41.2,22.8,7.1,5.5,99.8,11.3,0.822,0.342,0.132,0.118,0.231,0.178,0.472,0.583,0.371,0.377,0.414,0.367,0.504,0.047,290,0.837,0.278,0.383,11,0
