Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
New York Knicks,97.28,99.72,-2.44,91.03,105.8,108.48,-2.68,0.485,0.501,0.531,0.549,33,49,49.56,105.48,111.21,23,0.485,0.501,0.239,0.265,0.151,0.154,0.283,0.288,105.8,108.48,5.85,6.16,12.8,12.86,31.74,32.48,22.08,22.51,8.34,7.99,3.45,5.16,15.11,15.35,25.76,23.03,5,133,19516,17540,19,26,0,2,2,1,1,3,1,1,12,15,0,0,33.4,38.8,85.9,0.452,7.1,19,0.372,18.9,23.7,0.795,13.1,20.8,10.1,28.9,39,23.3,7.2,3.2,103.6,12.1,0.812,0.3,0.14,0.122,0.251,0.188,0.473,0.586,0.396,0.419,0.407,0.356,0.515,0.04,239,0.812,0.261,0.395,16,0
New Orleans Hornets,88.44,95.51,-7.07,87.98,99.26,107.6,-8.34,0.446,0.491,0.493,0.541,18,64,49.02,94.23,110.43,38,0.446,0.491,0.214,0.261,0.156,0.152,0.291,0.293,99.26,107.6,5.68,6.79,13.95,13.01,31.22,34.14,23.6,23.93,7.53,8.71,4.24,6.21,15.63,15.21,25.77,23.74,2,116,14221,16691,24,25,1,0,8,0,0,2,1,1,15,10,0,0,31.5,33.8,82.1,0.412,4.8,15.6,0.306,15.8,20.5,0.769,13.6,21.3,12.6,26.5,39.1,22.4,6.9,2.7,88.2,12.6,0.799,0.304,0.096,0.122,0.277,0.201,0.44,0.537,0.374,0.382,0.381,0.315,0.601,0.044,256,0.822,0.227,0.331,9,0
New Jersey Nets,91.42,92.92,-1.5,89.09,101.45,103.11,-1.67,0.463,0.479,0.512,0.531,42,40,48.98,100.21,102.16,49,0.463,0.479,0.242,0.278,0.149,0.168,0.255,0.268,101.45,103.11,5.89,6.56,11.57,11.83,32.31,33.88,23.98,22.55,8.8,8.13,4.17,5.44,14.9,16.8,26.86,25.46,1,109,15090,16625,12,24,4,6,4,2,0,2,0,2,8,3,1,1,34.1,35.3,80,0.442,5.5,14.4,0.381,20.9,27.4,0.76,13.9,22.4,11.1,30.5,41.5,23.4,7.5,3.8,97,12.9,0.813,0.276,0.118,0.119,0.299,0.187,0.444,0.538,0.402,0.365,0.407,0.362,0.597,0.038,217,0.89,0.279,0.39,12,0
Minnesota Timberwolves,96.76,95.31,1.45,89.08,108.21,106.43,1.78,0.489,0.472,0.534,0.514,44,38,50.98,113.37,105.67,33,0.489,0.472,0.219,0.209,0.141,0.124,0.286,0.286,108.21,106.43,5.39,6.37,12.92,14.05,35.19,32.13,26.16,24.28,6.27,7.35,6.1,4.4,14.12,12.39,24.2,22.18,1,119,17181,17874,33,11,4,3,1,2,0,2,0,1,9,14,0,0,28.3,40.2,86.3,0.466,3.4,10.1,0.339,19.7,24.6,0.802,13.5,19.8,11.4,32.8,44.2,25.2,5.8,4.4,103.6,13.2,0.827,0.225,0.138,0.18,0.285,0.173,0.483,0.618,0.435,0.426,0.436,0.345,0.593,0.03,181,0.876,0.211,0.388,13,0
Milwaukee Bucks,97.23,100.22,-2.99,91.06,106.24,109.62,-3.38,0.475,0.499,0.527,0.543,30,52,50.31,105.92,114.77,40,0.475,0.499,0.261,0.234,0.145,0.14,0.29,0.28,106.24,109.62,4.33,6.18,13.13,12.47,32.05,32.19,22.92,26.05,7.05,8.15,3.85,4.94,14.54,13.95,23.94,26.05,1,135,15537,16652,6,20,3,3,1,3,1,2,1,1,13,8,0,1,31.2,39.1,84.9,0.46,3.2,9.3,0.351,22.8,29.1,0.783,12.9,20.2,13,29,42,19.7,5.8,3.7,104.2,11.1,0.859,0.331,0.128,0.177,0.224,0.141,0.467,0.558,0.395,0.412,0.416,0.351,0.543,0.044,261,0.88,0.266,0.37,8,0
Miami Heat,101.55,95.02,6.53,90.56,110.45,103.25,7.21,0.524,0.46,0.559,0.51,59,23,51.51,115.54,100.48,52,0.524,0.46,0.26,0.242,0.145,0.134,0.27,0.259,110.45,103.25,6.3,5.84,11.77,12.22,35.01,31.76,23.76,21.47,7,8.1,6.29,3.5,14.5,13.44,24.06,26.77,2,144,19882,18891,31,17,3,2,0,3,0,1,0,1,1,2,1,1,34.3,40.5,81.2,0.498,6.2,15.8,0.389,23.4,35.6,0.657,14.6,20.3,11.5,33.5,44.9,23.7,6.3,6.1,110.5,11.5,0.802,0.336,0.137,0.111,0.218,0.198,0.513,0.652,0.423,0.376,0.427,0.377,0.528,0.084,499,0.855,0.255,0.374,7,1
Memphis Grizzlies,93.43,91.13,2.29,88.34,105.63,102.62,3,0.489,0.466,0.535,0.521,45,37,48.59,105.29,101.42,49,0.489,0.466,0.243,0.27,0.158,0.169,0.271,0.301,105.63,102.62,7.32,5.85,12.23,13.64,31.81,32.78,23.66,22.43,9.64,8.4,6.56,6.54,15.79,16.85,26.33,25.45,1,113,16862,16622,11,24,3,4,2,2,0,1,0,3,8,5,1,1,30.5,34.9,76.4,0.456,6.9,18.5,0.371,18,23.5,0.764,13.4,20,11.1,29.2,40.2,21.7,7.5,5.7,94.6,11.4,0.763,0.354,0.145,0.089,0.176,0.237,0.475,0.578,0.388,0.369,0.39,0.357,0.546,0.065,358,0.896,0.31,0.369,15,0
Los Angeles Lakers,98.72,101.68,-2.96,91.14,107.78,110.94,-3.16,0.485,0.493,0.535,0.536,34,48,50.45,107.57,118.68,45,0.485,0.493,0.251,0.218,0.15,0.122,0.295,0.29,107.78,110.94,8.57,7.3,13.69,13.61,33.43,32.64,22.26,26.62,6.76,8.34,4.58,5.59,15.01,12.23,23.89,24.14,1,138,18793,18810,30,15,5,1,3,2,0,3,1,1,11,7,0,1,33.8,38,84.8,0.448,7.5,21.1,0.354,24.5,31.4,0.779,14.9,19.7,11.7,30.8,42.5,21.8,6.2,4.5,107.9,12.7,0.727,0.329,0.118,0.092,0.188,0.273,0.467,0.562,0.411,0.377,0.382,0.355,0.491,0.045,269,0.88,0.25,0.352,29,0
Los Angeles Clippers,95.72,96.49,-0.77,89.37,105.23,105.72,-0.49,0.477,0.48,0.533,0.526,37,45,51.45,110.33,106.09,47,0.477,0.48,0.278,0.235,0.162,0.14,0.303,0.287,105.23,105.72,3.1,6.48,13.14,13.18,32.91,30.13,25.49,23.14,8.03,8.53,5.66,5.25,16.24,14.02,24.39,25.84,1,151,16980,16735,12,40,3,2,3,3,1,2,0,1,10,6,0,1,34.2,38.2,82.6,0.463,3.1,8.3,0.371,24.4,30.6,0.795,15.2,19.5,12.6,30.8,43.3,23.6,7.3,5.1,103.9,11.4,0.895,0.298,0.151,0.156,0.29,0.105,0.473,0.59,0.449,0.397,0.405,0.345,0.632,0.052,305,0.861,0.302,0.411,13,0
Indiana Pacers,93,92.24,0.76,87.52,105.06,104.03,1.03,0.476,0.472,0.534,0.521,44,38,49.24,101.42,100.68,41,0.476,0.472,0.283,0.261,0.151,0.152,0.264,0.287,105.06,104.03,7.47,5.38,11.96,13.37,33.31,33.23,20.51,21.18,8.47,7.55,4.92,5.47,15.13,15.16,26.04,25.9,1,108,16994,16895,20,16,8,1,3,1,0,2,0,1,6,6,1,1,32,36.6,81.5,0.448,7,19.6,0.358,23.1,29.1,0.793,14,21,11,30.2,41.2,19.5,7.2,4.7,103.2,13.2,0.745,0.27,0.14,0.137,0.199,0.255,0.463,0.582,0.407,0.397,0.384,0.344,0.481,0.036,203,0.86,0.272,0.403,10,0
Houston Rockets,95.07,91.04,4.04,88.86,106.05,101.33,4.72,0.486,0.459,0.535,0.508,51,31,51.02,108.11,99.55,34,0.486,0.459,0.242,0.245,0.146,0.14,0.263,0.255,106.05,101.33,7.52,6.16,11.89,12.11,35.38,33.18,23.58,23.02,7.66,8.24,5.14,4.55,14.58,13.95,24.58,24.07,2,112,16182,18184,30,21,2,1,4,2,1,1,0,0,5,12,1,0,32.7,38.7,85.8,0.451,6.8,19.2,0.355,22.2,28.2,0.786,14.5,20.2,10.1,31.5,41.6,22.9,7.1,4.6,106.4,13.4,0.763,0.254,0.134,0.119,0.256,0.237,0.468,0.59,0.435,0.394,0.399,0.364,0.561,0.045,251,0.808,0.277,0.391,11,0
Golden State Warriors,98.71,100.87,-2.16,93.5,104.37,106.83,-2.46,0.475,0.491,0.512,0.533,34,48,47.8,107.83,115.99,34,0.475,0.491,0.201,0.227,0.139,0.155,0.278,0.303,104.37,106.83,8.05,5.81,13.79,13.65,31.41,35.79,23.35,24,8.28,7.36,5.42,5.39,13.89,15.45,23.64,23.02,4,114,16350,16709,16,19,3,1,2,0,0,3,1,0,12,13,0,0,33.2,38.7,89.4,0.434,8,22.4,0.356,17.5,24,0.73,12.9,19,12.7,30.6,43.3,23.5,8.3,4.6,102.9,13.3,0.748,0.254,0.155,0.092,0.248,0.252,0.457,0.642,0.328,0.364,0.382,0.352,0.542,0.041,270,0.814,0.246,0.358,10,0
Detroit Pistons,93.33,89.46,3.87,87.28,105.46,101.08,4.38,0.472,0.461,0.519,0.504,54,28,52.29,108.18,96.99,64,0.472,0.461,0.247,0.207,0.148,0.148,0.312,0.27,105.46,101.08,5,5.65,14.52,12.79,34.55,31.98,24.63,22.29,7.94,8.41,6.85,5.06,14.76,14.83,22.57,25.5,2,93,22076,17868,27,17,5,6,1,1,0,3,0,0,2,1,1,1,36.1,36.1,80.1,0.451,5.3,14.7,0.361,20.1,26.8,0.75,12.4,16.8,12.3,30.9,43.3,22.5,6.5,6.4,97.5,11.5,0.836,0.321,0.117,0.183,0.215,0.164,0.463,0.576,0.393,0.413,0.377,0.345,0.592,0.066,379,0.865,0.273,0.355,8,0
Denver Nuggets,99.52,97.5,2.02,93.45,106.1,103.79,2.31,0.483,0.482,0.535,0.528,49,33,50.18,115.73,107.15,44,0.483,0.482,0.267,0.247,0.154,0.167,0.284,0.283,106.1,103.79,4.16,6.01,12.57,12.66,32.15,31.69,25.46,23.08,9.75,8.26,6.36,5.95,15.38,16.67,24.42,25.45,0,134,17657,17507,35,32,8,6,4,1,0,3,0,1,7,3,1,1,30.6,39.2,83.3,0.471,2.2,7.7,0.287,22.5,29.8,0.755,15.8,21.6,12.1,32.5,44.6,24.9,8.7,6.7,103.1,11.1,0.858,0.364,0.102,0.117,0.274,0.142,0.479,0.627,0.36,0.36,0.377,0.34,0.617,0.083,499,0.878,0.304,0.399,23,0
Dallas Mavericks,102.5,96.76,5.74,92.94,110.01,103.88,6.14,0.492,0.472,0.545,0.519,58,24,49.87,116.23,105.72,60,0.492,0.472,0.273,0.239,0.138,0.158,0.286,0.298,110.01,103.88,6.06,5.91,12.96,14.04,33.12,32.3,21.07,22.44,9.27,7.65,6.03,5.22,13.77,15.82,23.91,24.86,2,143,20062,17259,17,22,4,6,1,4,0,0,0,0,4,4,1,1,32.3,39.7,85.7,0.463,6.3,16.7,0.376,22.7,28.5,0.796,12.1,19.7,11.3,32.9,44.2,19.6,8.2,5.8,108.5,12.3,0.81,0.287,0.132,0.148,0.243,0.19,0.479,0.594,0.44,0.399,0.413,0.364,0.472,0.046,287,0.834,0.242,0.37,20,0
Cleveland Cavaliers,96.51,95.72,0.79,89.86,106.46,105.83,0.63,0.47,0.485,0.518,0.532,42,40,51.54,110.26,104.82,50,0.47,0.485,0.244,0.248,0.144,0.156,0.325,0.285,106.46,105.83,4.04,5.69,15.03,12.65,31.64,31.33,24.9,23.42,8.8,7.4,6.2,5.65,14.41,15.59,24.89,23.86,0,144,19128,18276,25,22,4,4,1,2,2,0,0,2,9,4,0,1,33.4,41.1,89.3,0.46,4.1,12.1,0.335,23.2,29.8,0.779,13.8,19.3,13.2,30.1,43.3,24,7.8,5.6,109.4,11.2,0.865,0.312,0.161,0.159,0.233,0.135,0.465,0.609,0.402,0.358,0.39,0.332,0.599,0.056,352,0.797,0.292,0.36,4,0
Chicago Bulls,94.45,93.39,1.06,92.3,101.56,100.26,1.3,0.471,0.454,0.517,0.506,47,35,50.63,103.06,102.45,41,0.471,0.454,0.233,0.262,0.173,0.16,0.284,0.274,101.56,100.26,6.7,5.45,13.13,12.82,33.98,33.05,22.86,22.45,7.55,8.97,4.84,5.68,17.3,15.97,26.59,25.06,2,142,20204,17335,22,13,4,3,2,1,0,0,0,0,4,7,1,1,28.5,34.5,78.6,0.439,5.8,16.7,0.344,16.7,22.1,0.755,16,22.2,10.3,30.1,40.4,24.7,6.8,3.5,91.5,12.3,0.783,0.297,0.144,0.128,0.214,0.217,0.453,0.566,0.374,0.367,0.401,0.357,0.569,0.044,272,0.806,0.234,0.402,5,0
Charlotte Bobcats,94.26,100.24,-5.99,92.52,100.85,107.63,-6.79,0.455,0.497,0.497,0.547,18,64,49.09,102.83,113.79,26,0.455,0.497,0.217,0.269,0.148,0.164,0.295,0.291,100.85,107.63,4.18,5.79,14.13,12.56,30.47,33.86,23.41,23.15,9.07,8.17,5.74,5.84,14.84,16.36,24.71,24.33,0,120,14432,16717,23,26,8,0,4,3,0,2,1,2,14,13,0,0,30.7,36.4,82.2,0.443,2.4,7.3,0.335,17.4,24.7,0.707,14.1,20.8,14.6,30.2,44.9,23.3,8.6,6.2,92.7,11.7,0.872,0.284,0.149,0.145,0.294,0.128,0.442,0.574,0.375,0.351,0.392,0.363,0.57,0.036,232,0.903,0.344,0.413,6,0
Boston Celtics,101.27,100.4,0.87,93.51,107.2,106.3,0.9,0.501,0.481,0.551,0.533,45,37,49.13,113.16,111.74,33,0.501,0.481,0.273,0.274,0.163,0.156,0.273,0.299,107.2,106.3,5.64,6.3,11.74,13.42,31.47,31.34,23.37,24.02,8.61,9.22,5.46,5.19,16.25,15.62,25.82,25.01,1,143,16002,17216,14,38,10,1,1,2,0,3,0,1,3,11,1,0,30.2,37.7,79.6,0.474,5.8,16.3,0.357,22.1,28.3,0.783,14.7,21.2,10,31,41.1,23.9,8,4.7,103.4,11.3,0.808,0.364,0.119,0.113,0.212,0.192,0.496,0.614,0.36,0.379,0.433,0.349,0.543,0.049,305,0.899,0.296,0.381,12,0
Atlanta Hawks,92.74,102.45,-9.71,91.79,100.15,110.58,-10.44,0.464,0.513,0.504,0.564,13,69,50.37,98.35,118.57,26,0.464,0.513,0.212,0.289,0.165,0.154,0.307,0.279,100.15,110.58,4,6.15,14.49,11.87,30.75,32.68,21.25,23.73,8.28,9.43,4.53,6.37,16.53,15.41,26.46,23.39,0,114,14302,16731,29,13,1,1,6,2,0,3,1,1,15,14,0,0,30.3,37.3,83.9,0.445,3.3,10.8,0.304,18.1,25.9,0.698,16.2,21.9,14,30.1,44.1,20.3,7.1,4.4,96,10.4,0.854,0.371,0.141,0.139,0.204,0.146,0.463,0.579,0.341,0.331,0.426,0.312,0.511,0.056,354,0.872,0.265,0.295,16,0
