Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Milwaukee Bucks,99.29,100.38,-1.09,92.7,106.57,107.75,-1.18,0.483,0.503,0.531,0.562,34,48,49.87,108.34,111.31,46,0.483,0.503,0.239,0.315,0.146,0.168,0.278,0.26,106.57,107.75,6.69,7.36,12.74,10.88,30.98,33.08,23.59,22.65,7.97,8.06,4.03,4.92,14.62,16.84,26,24.11,3,119,15390,16948,17,21,3,3,3,1,0,2,1,4,12,6,0,1,30.7,38.5,85.2,0.451,5.9,16.8,0.354,21.6,27.3,0.791,13.6,21.9,11.4,29.4,40.9,22.4,7.3,3.1,104.5,12.4,0.792,0.305,0.118,0.125,0.243,0.208,0.467,0.568,0.437,0.384,0.398,0.363,0.539,0.043,257,0.892,0.304,0.4,8,1
Miami Heat,98.31,98.05,0.26,89.6,108.2,107.93,0.27,0.5,0.501,0.54,0.548,43,39,48.55,110.02,107.49,47,0.5,0.501,0.212,0.251,0.131,0.161,0.246,0.271,108.2,107.93,7.81,7.93,11.11,12.03,32.36,34.05,22.43,22.1,8.74,7.09,6.05,4.5,13.14,16.08,22.77,21.91,1,138,18263,18151,16,17,5,3,5,0,0,2,0,3,5,5,1,1,31.8,39.3,82.4,0.476,5.1,15.3,0.333,19.7,25.8,0.764,13.2,19.1,10.6,29.6,40.3,23.8,9.1,5.8,103.3,13.3,0.755,0.275,0.119,0.114,0.247,0.245,0.489,0.619,0.423,0.412,0.411,0.357,0.485,0.062,363,0.826,0.288,0.364,22,0
Memphis Grizzlies,93.88,99.34,-5.46,89.92,103.75,109.78,-6.04,0.486,0.515,0.533,0.56,24,58,49.31,99.85,112.92,40,0.486,0.515,0.249,0.247,0.157,0.154,0.258,0.265,103.75,109.78,5.36,7.22,11.42,11.35,31.5,32.76,19.18,23.38,8.29,8.52,5.19,5.97,15.69,15.38,23.95,24.07,0,133,12680,17101,14,32,1,1,2,2,0,3,1,4,12,10,0,0,31.7,37.8,82.5,0.458,5.8,15.6,0.372,19,24.3,0.781,15.1,20,9.6,28.2,37.8,18.5,7.5,4.5,100.4,11.4,0.825,0.332,0.164,0.102,0.227,0.175,0.474,0.573,0.405,0.398,0.414,0.36,0.433,0.07,406,0.892,0.252,0.394,13,0
Los Angeles Lakers,106.93,99.27,7.66,94.27,112.86,104.8,8.06,0.513,0.49,0.555,0.53,65,17,51.45,124.22,109.18,57,0.513,0.49,0.23,0.213,0.139,0.156,0.294,0.27,112.86,104.8,7.04,7.55,13.07,12.35,33.3,31.42,24.56,23.87,9.24,8.18,5.41,5.05,13.85,15.64,21.86,23.38,2,166,18997,19221,19,30,1,6,0,1,1,3,0,2,1,1,1,1,31.5,44.4,90.2,0.492,6.2,16.6,0.373,23,29,0.791,12.8,17.9,13,32.4,45.4,23.6,7.2,5.3,118,11.9,0.783,0.32,0.148,0.119,0.196,0.217,0.505,0.616,0.44,0.443,0.41,0.361,0.522,0.068,442,0.854,0.274,0.366,14,0
Los Angeles Clippers,95.11,103.88,-8.77,91.98,102.36,111.95,-9.58,0.481,0.512,0.52,0.553,19,63,47.47,103.07,122.28,29,0.481,0.512,0.202,0.227,0.153,0.138,0.251,0.288,102.36,111.95,7.02,7.04,11.68,12.64,31.2,34.87,22.62,25.64,7.51,8.57,6.33,5.44,15.29,13.76,21.66,21.15,0,127,16185,17202,23,23,4,2,7,0,0,1,1,3,14,12,0,0,34.1,38,84.9,0.448,5.5,16.6,0.329,18.4,24.5,0.75,14.6,18.6,11.3,29.9,41.2,21.7,6.9,6.6,99.9,12.2,0.774,0.336,0.119,0.102,0.218,0.226,0.467,0.582,0.4,0.347,0.382,0.354,0.525,0.045,260,0.847,0.18,0.426,30,3
Indiana Pacers,105.09,106.2,-1.11,96.13,108.49,109.41,-0.93,0.501,0.499,0.545,0.549,36,46,49.78,117.23,118.82,32,0.501,0.499,0.215,0.271,0.144,0.138,0.254,0.255,108.49,109.41,8.21,7.15,11.63,11.42,33.5,34.02,22.35,21.75,7.21,7.98,5.46,5.58,14.43,13.78,23.86,21.26,3,160,14182,17130,14,30,0,0,0,3,0,2,0,0,9,10,0,0,31.9,42.6,92.8,0.459,9.3,23.7,0.394,21.2,25.7,0.828,14.1,21.3,11.1,33.9,45,21.5,6.7,5.3,115.7,12.9,0.756,0.295,0.135,0.103,0.223,0.244,0.48,0.592,0.413,0.41,0.403,0.378,0.454,0.026,167,0.933,0.174,0.37,9,0
Houston Rockets,98.42,94.42,4,89.95,108.72,104.1,4.62,0.501,0.479,0.548,0.516,53,29,51.85,111.31,103.71,42,0.501,0.479,0.235,0.192,0.147,0.131,0.264,0.247,108.72,104.1,8.37,6.24,11.61,11.74,35.86,32.26,22.39,21.78,7.38,7.91,4.78,5.85,14.73,13.11,20.92,22.71,2,107,17504,17589,14,14,2,3,1,1,1,0,0,4,5,9,1,0,33.1,37.3,82,0.454,7.5,19.8,0.379,19.6,24.2,0.809,13.4,17,10.3,34.3,44.6,21,6.6,4.8,101.6,12.3,0.746,0.309,0.16,0.111,0.166,0.254,0.48,0.568,0.45,0.409,0.393,0.375,0.492,0.033,195,0.824,0.194,0.383,25,0
Golden State Warriors,108.6,112.34,-3.74,98.5,109.14,113.18,-4.04,0.497,0.508,0.549,0.555,29,53,47.16,118.74,128.44,26,0.497,0.508,0.268,0.251,0.143,0.146,0.261,0.319,109.14,113.18,6.74,7.15,11.68,14.31,30.54,33.11,20.97,24.33,7.82,7.95,6.46,5.09,14.29,14.63,22.58,23.68,9,160,18943,16943,24,33,4,2,2,1,0,1,1,2,10,13,0,0,32.9,40,88.6,0.452,7.1,19.9,0.358,23.3,29.3,0.793,14.9,19.9,11.4,30.3,41.7,22.3,7.7,5.2,110.4,12.6,0.791,0.308,0.138,0.092,0.252,0.209,0.48,0.632,0.362,0.366,0.402,0.373,0.468,0.044,290,0.827,0.224,0.461,18,1
Detroit Pistons,94.23,94.72,-0.49,86.72,107.44,107.83,-0.39,0.483,0.485,0.524,0.534,39,43,50.62,106.38,105.52,27,0.483,0.485,0.212,0.248,0.128,0.128,0.279,0.26,107.44,107.83,5.24,6.04,13.2,11.95,34.04,34.06,23.48,22.92,6.86,6.4,5.24,4.75,12.81,12.76,23.8,22.38,1,130,21877,18025,4,7,4,4,2,4,2,4,0,3,8,12,1,0,33.4,37.2,82.9,0.449,4.9,13.8,0.358,17.3,22,0.788,11.1,17.1,9.3,29.5,38.8,22,6,4.1,96.7,12.7,0.835,0.284,0.091,0.156,0.304,0.165,0.475,0.587,0.477,0.405,0.406,0.349,0.51,0.039,233,0.955,0.38,0.38,11,0
Denver Nuggets,104.33,100.92,3.41,94.09,110.6,106.87,3.73,0.512,0.485,0.563,0.536,54,28,50.22,118.48,110.29,53,0.512,0.485,0.291,0.259,0.159,0.156,0.275,0.283,110.6,106.87,7.09,7.76,11.7,12.8,32.41,30.88,23.53,22.68,9.18,8.37,6.36,5.77,15.85,15.58,24.23,25.11,0,164,17224,17227,40,39,2,4,2,0,0,1,0,5,2,4,1,1,30.4,39.4,82.9,0.475,5.7,14.7,0.388,26.6,34.3,0.775,15.1,22.5,9.8,30.2,40,22.3,8.9,4.9,111.2,11.8,0.773,0.376,0.1,0.081,0.216,0.227,0.499,0.616,0.407,0.327,0.401,0.371,0.555,0.088,523,0.777,0.193,0.389,18,1
Dallas Mavericks,101.74,99.77,1.98,91.24,110.81,108.5,2.31,0.504,0.493,0.55,0.539,50,32,50.8,117.89,110.09,55,0.504,0.493,0.224,0.225,0.133,0.135,0.266,0.254,110.81,108.5,7.58,6.86,12.07,11.72,34.47,33.28,23.63,21.37,7.85,7.81,5.7,4.43,13.3,13.46,21.25,21.82,1,135,20042,17103,19,20,5,5,0,3,0,2,0,4,6,2,1,1,30.3,37.8,81.7,0.463,6.6,18.6,0.356,18.8,23.1,0.816,12,18.3,10.1,34.3,44.4,24.4,7.5,5.2,101.1,13.4,0.759,0.266,0.089,0.162,0.242,0.241,0.498,0.601,0.402,0.443,0.456,0.35,0.506,0.042,262,0.851,0.282,0.335,17,1
Cleveland Cavaliers,100.28,91.35,8.93,88.34,112.94,102.74,10.2,0.519,0.468,0.56,0.515,66,16,52.05,115.5,96.38,61,0.519,0.468,0.236,0.226,0.135,0.15,0.277,0.254,112.94,102.74,9.01,6.61,12.17,12.04,35.35,31.68,22.84,21.51,8.15,7.12,5.98,4.64,13.49,15.03,22.84,22.82,5,133,20512,18899,21,23,4,8,0,5,0,2,0,2,1,1,1,1,32.1,41.3,86.4,0.479,8.3,21,0.397,21.3,27.5,0.772,12.9,17.1,10.7,32.3,43.1,24.2,8.1,5.8,112.2,13.7,0.741,0.278,0.101,0.101,0.262,0.259,0.495,0.644,0.385,0.391,0.418,0.393,0.484,0.049,289,0.79,0.351,0.412,10,0
Chicago Bulls,102.17,102.45,-0.28,92.97,108.52,108.89,-0.37,0.493,0.493,0.541,0.54,41,41,49.59,114.06,114.77,41,0.493,0.493,0.239,0.238,0.147,0.146,0.28,0.291,108.52,108.89,6.39,6.3,12.57,13.18,32.14,32.29,22.44,22.33,7.97,8.06,5.87,5.82,14.73,14.58,22.14,22.14,4,147,21187,17559,34,14,3,1,5,1,0,2,0,0,7,8,1,1,32.6,40,86.1,0.465,4.6,12,0.381,20.2,25.1,0.807,13.8,17.5,11.7,29.2,40.9,20.9,7,5.6,104.8,12.4,0.811,0.33,0.084,0.104,0.293,0.189,0.474,0.574,0.386,0.387,0.418,0.381,0.505,0.048,300,0.817,0.246,0.374,13,0
Charlotte Bobcats,93.62,94.89,-1.27,87.87,105.21,106.44,-1.24,0.494,0.498,0.536,0.541,35,47,50.5,103.45,104.82,44,0.494,0.498,0.231,0.23,0.167,0.158,0.277,0.27,105.21,106.44,6.72,7.63,12.14,12,32.42,31.6,23.86,21.94,7.95,8.56,5.44,6.68,16.73,15.79,24.04,23.45,0,113,14574,17311,16,14,2,0,4,0,0,3,0,2,10,7,0,1,34.4,36,77.2,0.466,5.3,14.3,0.368,18.2,24.5,0.744,14.6,18.8,10.6,30.9,41.4,22.6,7.3,5,95.5,11.6,0.787,0.368,0.119,0.082,0.219,0.213,0.479,0.566,0.384,0.398,0.415,0.366,0.539,0.047,274,0.939,0.299,0.385,18,1
Boston Celtics,100.92,93.4,7.51,89.96,111.04,102.68,8.36,0.528,0.47,0.571,0.521,62,20,52.84,117.37,97.49,50,0.528,0.47,0.251,0.253,0.165,0.152,0.279,0.244,111.04,102.68,7.22,6.8,11.66,11.18,34.7,30.15,24.99,20.82,8.33,7.84,5.19,5.22,16.51,15.23,25.46,24.4,3,145,18624,18975,17,15,5,4,0,2,1,1,0,0,2,4,1,1,33.4,39.5,79.4,0.497,6.1,15.5,0.395,20.4,26.1,0.783,15.5,18.7,9.9,32.8,42.7,25.9,7.2,5.2,105.5,12.1,0.786,0.332,0.123,0.109,0.223,0.214,0.51,0.633,0.402,0.411,0.434,0.397,0.541,0.044,266,0.911,0.301,0.446,5,0
Atlanta Hawks,98.12,96.55,1.57,89.18,109.89,107.86,2.03,0.505,0.494,0.546,0.535,47,35,48.85,108.79,108.09,53,0.505,0.494,0.238,0.21,0.137,0.144,0.26,0.284,109.89,107.86,8.15,7.19,11.88,13.01,32.94,33.8,22.63,23.23,8.24,7.22,5.14,4.82,13.66,14.4,21.99,22.9,1,130,16748,17303,25,17,3,2,1,1,0,2,0,2,4,3,1,1,34.4,37.7,82.1,0.46,7.4,20.2,0.368,19,25.6,0.741,12.3,16.6,10.1,30.8,40.9,22.5,7.1,5,101.8,13.3,0.747,0.267,0.16,0.101,0.219,0.253,0.49,0.627,0.461,0.403,0.384,0.366,0.483,0.055,314,0.868,0.285,0.4,17,0
