Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
New York Knicks,90.83,99.85,-9.03,90.88,99.07,108.87,-9.8,0.47,0.512,0.508,0.554,17,65,48.24,99.02,114.37,32,0.47,0.512,0.181,0.233,0.148,0.143,0.246,0.268,99.07,108.87,7.37,9.11,11.44,11.79,32.16,34.97,22.85,23.34,7.52,8.6,5,4.64,14.75,14.33,23.17,20.56,2,99,19812,17463,30,32,2,0,9,6,2,1,1,3,15,13,0,0,28.3,36.5,84.9,0.43,7,19.7,0.353,14.5,19.1,0.759,13.4,20.2,10.1,29.3,39.3,22.2,6.4,4.6,94.5,13.2,0.608,0.309,0.184,0.047,0.068,0.392,0.506,0.636,0.391,0.351,0.328,0.348,0.496,0.057,361,0.833,0.327,0.393,17,0
New Orleans Pelicans,99.35,98.56,0.79,89.91,109.95,109,0.95,0.501,0.496,0.537,0.533,45,37,51.13,114.83,111.26,30,0.501,0.496,0.198,0.195,0.139,0.13,0.271,0.249,109.95,109,7.91,7.24,12.71,11.73,35.39,34.21,24.37,22.91,7.46,7.49,6.88,6.41,13.94,13.04,20.65,20.67,1,133,16677,17641,9,40,1,5,2,3,0,1,0,1,8,12,1,0,31,40.1,85.7,0.468,6.7,17.2,0.391,17.7,23.9,0.74,13.6,17.3,12.1,34.4,46.5,25,7.2,6.9,104.5,13.5,0.745,0.244,0.173,0.105,0.222,0.255,0.469,0.604,0.4,0.377,0.418,0.352,0.516,0.027,155,0.858,0.266,0.383,17,0
Minnesota Timberwolves,97.76,106.55,-8.79,94.32,102.99,112.52,-9.52,0.468,0.537,0.517,0.569,16,66,48.45,105.61,124.48,29,0.468,0.537,0.24,0.187,0.151,0.155,0.266,0.284,102.99,112.52,5.22,8.98,12.22,12.27,30.91,33.73,22.76,24.89,8.58,8.84,4.2,5.8,15.06,15.47,20.19,22.55,0,136,14528,18001,23,36,1,0,9,2,0,3,1,2,15,13,0,0,32.5,37.3,85.3,0.437,4.7,13.7,0.341,21.4,27.2,0.787,15.2,17.8,11.7,27.9,39.6,22.9,8.4,4.1,100.6,14.5,0.678,0.241,0.119,0.096,0.217,0.322,0.519,0.682,0.406,0.436,0.434,0.376,0.563,0.063,386,0.82,0.264,0.394,11,0
Milwaukee Bucks,97.84,97.42,0.43,93.58,103.24,102.52,0.73,0.499,0.487,0.536,0.529,41,41,49.54,112.56,107.24,33,0.499,0.487,0.195,0.221,0.168,0.175,0.254,0.267,103.24,102.52,7.01,8.68,11.27,12.05,33.12,33.05,24.86,23.5,10.15,9.09,5.19,5.03,16.85,17.45,23.34,21.16,0,117,14908,17703,18,48,1,5,1,3,1,2,0,4,6,12,1,0,28.5,38.8,84.5,0.46,6.1,16.7,0.366,18,23.5,0.767,16.3,21.3,11.4,32.8,44.2,23.5,9.9,4.5,101.8,13,0.78,0.263,0.151,0.131,0.232,0.22,0.461,0.651,0.35,0.376,0.366,0.344,0.527,0.043,276,0.726,0.183,0.396,7,0
Miami Heat,93.33,96.22,-2.89,90.3,103.1,106.03,-2.94,0.499,0.505,0.54,0.543,37,45,48.66,102.32,106.94,48,0.499,0.505,0.226,0.214,0.151,0.153,0.231,0.268,103.1,106.03,7.37,8.87,9.9,11.92,32.62,32.83,21.51,23.12,8.51,8.55,4.94,4.74,15.06,15.27,21.8,22.7,0,113,19713,17703,30,40,3,4,3,4,0,2,1,2,10,3,0,1,30.3,40.5,86.1,0.47,6.5,19.5,0.335,20.4,27.3,0.745,14.3,17.1,9.5,30,39.5,21.6,7.8,4.3,107.8,11.5,0.816,0.305,0.202,0.13,0.179,0.184,0.485,0.625,0.404,0.419,0.386,0.339,0.528,0.029,173,0.865,0.262,0.383,22,2
Memphis Grizzlies,98.32,95.07,3.24,90.53,107.38,103.86,3.52,0.489,0.492,0.531,0.526,55,27,50.07,112.45,104.89,42,0.489,0.492,0.214,0.183,0.142,0.16,0.247,0.247,107.38,103.86,5.63,8.83,11.4,11.51,35.08,34.85,23.67,22.01,9.32,8.05,4.62,5.64,14.17,15.96,20.87,22.14,1,128,17329,18017,6,39,1,2,5,2,0,1,0,3,5,7,1,1,30.5,39.8,85,0.469,5.1,13.4,0.381,20.7,25.9,0.797,13.4,17,10,32.2,42.2,22.5,8,4.1,105.5,12.8,0.738,0.294,0.141,0.118,0.184,0.262,0.499,0.629,0.438,0.425,0.386,0.335,0.481,0.047,277,0.905,0.318,0.375,17,1
Los Angeles Lakers,98.45,105.29,-6.84,93.77,103.67,110.98,-7.3,0.473,0.518,0.513,0.557,21,61,49.83,107.66,122.37,17,0.473,0.518,0.204,0.231,0.133,0.131,0.254,0.238,103.67,110.98,6.83,8.96,12.23,10.6,33.99,35.96,22.02,25.27,7.42,7.85,4.7,5.09,13.29,13.09,22.36,20.42,7,106,18738,17875,12,34,2,0,7,4,1,3,1,1,14,15,0,0,28.9,37.1,86.4,0.43,6.5,19.7,0.33,17.3,22.4,0.77,12.5,19.6,10.6,31,41.6,22,6.6,3.9,98,11.9,0.777,0.337,0.137,0.111,0.193,0.223,0.486,0.609,0.352,0.437,0.394,0.363,0.57,0.052,320,0.89,0.316,0.403,4,0
Los Angeles Clippers,106.72,100.13,6.59,94.13,113.09,106.22,6.87,0.533,0.493,0.565,0.535,56,26,49.84,123.89,109.83,53,0.533,0.493,0.215,0.231,0.125,0.144,0.228,0.243,113.09,106.22,10.69,8.84,10.13,11.23,35.04,34.27,26.25,24.63,8.28,7.09,5.29,3.17,12.5,14.4,22.6,22.85,9,95,19168,18079,21,21,5,8,0,6,0,0,0,2,3,4,1,1,32.6,41.9,83.5,0.502,9.3,23.7,0.394,19.1,27.8,0.688,11.9,19.7,11.8,35.8,47.6,27.7,7.6,5.5,112.3,12,0.821,0.284,0.176,0.122,0.234,0.179,0.461,0.624,0.36,0.408,0.367,0.332,0.557,0.054,332,0.825,0.217,0.368,12,0
Indiana Pacers,97.33,97.05,0.28,92.7,104.07,104,0.07,0.484,0.478,0.523,0.521,38,44,51.22,108.95,107.13,45,0.484,0.478,0.201,0.217,0.143,0.13,0.241,0.221,104.07,104,7.98,7.72,11.18,10.46,36.8,35.34,22.91,21.34,6.59,8.06,4.89,5.04,14.25,13.02,22.72,22.92,11,93,16864,17893,7,31,2,3,6,4,1,2,0,3,9,7,0,1,28.1,36.3,83,0.438,6.5,19.1,0.341,17.4,22,0.789,13.8,20.4,9.4,33.5,42.9,22.1,5.8,5,96.5,11.9,0.767,0.347,0.152,0.098,0.169,0.233,0.484,0.592,0.385,0.406,0.398,0.37,0.513,0.05,313,0.875,0.239,0.412,17,0
Houston Rockets,103.93,100.49,3.44,94.9,108.82,105.09,3.74,0.512,0.486,0.548,0.526,56,26,49.91,114.54,111.04,41,0.512,0.486,0.223,0.208,0.167,0.162,0.268,0.271,108.82,105.09,11.91,7.72,12.22,12.41,33.51,33.43,23.24,22.34,9.91,9.26,5.2,5.57,16.69,16.22,23.02,22.06,9,93,18230,17970,31,38,1,5,2,2,0,2,0,1,2,8,1,1,31.5,39.5,86.6,0.456,11.9,32.8,0.364,21.9,29,0.756,16.4,20.7,11.5,33.4,44.9,23.4,9.6,4.6,112.8,13.7,0.76,0.239,0.146,0.125,0.246,0.24,0.454,0.588,0.363,0.397,0.41,0.347,0.55,0.035,213,0.836,0.187,0.351,16,1
Golden State Warriors,109.95,99.85,10.1,96.56,113.58,102.76,10.82,0.54,0.469,0.571,0.514,67,15,50.06,133.06,106.44,73,0.54,0.469,0.184,0.217,0.146,0.16,0.241,0.256,113.58,102.76,11.12,7.43,10.75,12.14,35.44,33.76,28.32,21.56,9.61,8.53,6.26,3.68,14.56,16,20.51,19.34,7,104,19596,18312,14,53,1,5,1,1,0,1,0,2,1,1,1,1,29.4,44.5,92.8,0.48,14.6,34.9,0.417,16.7,20.8,0.805,14.7,18.6,9.9,36.7,46.6,29.2,9.6,6.5,120.3,12.4,0.738,0.302,0.158,0.113,0.165,0.262,0.486,0.616,0.384,0.437,0.377,0.339,0.461,0.051,328,0.797,0.247,0.373,12,0
Detroit Pistons,98.5,99.5,-1,92.45,105.73,106.92,-1.19,0.482,0.502,0.515,0.539,32,50,50.45,109.21,115.79,44,0.482,0.502,0.184,0.193,0.136,0.144,0.277,0.25,105.73,106.92,9.2,8.32,13.77,11.49,34.43,35.91,23.18,25.54,8.16,7.5,5.01,5.12,13.58,14.35,20.41,20.76,9,121,15266,17866,18,18,1,1,1,2,0,2,1,3,12,8,0,1,30,40.8,91.7,0.445,8.1,21.9,0.369,16.1,25.1,0.641,13.7,18.5,16,35.9,51.9,22.7,7.8,5.4,105.7,12,0.765,0.315,0.184,0.094,0.172,0.235,0.486,0.613,0.385,0.384,0.416,0.347,0.48,0.052,315,0.868,0.26,0.373,11,0
Denver Nuggets,101.46,105.01,-3.55,95.7,104.96,108.7,-3.74,0.479,0.504,0.518,0.546,30,52,49.78,110.49,120.68,33,0.479,0.504,0.204,0.239,0.143,0.142,0.266,0.253,104.96,108.7,8.33,7.97,12.77,11.35,33.46,35.32,22.56,23.91,8.09,7.71,4.63,6.38,14.28,14.16,23.74,21.43,6,120,14700,17429,29,26,2,0,4,0,0,2,1,1,12,11,0,0,30.3,38.8,86.8,0.447,8.6,24.1,0.356,18,24.2,0.746,13.2,20.1,11.8,32.3,44.1,24.1,6.8,3.8,104.3,12.4,0.681,0.318,0.172,0.068,0.114,0.319,0.449,0.592,0.318,0.325,0.317,0.32,0.52,0.051,318,0.873,0.178,0.341,16,0
Dallas Mavericks,105.22,102.32,2.9,95.11,109.52,106.55,2.97,0.515,0.503,0.55,0.541,50,32,47.81,118.38,114.28,42,0.515,0.503,0.197,0.204,0.131,0.162,0.236,0.278,109.52,106.55,9.29,9.41,10.89,12.78,33.11,35.28,23.43,23.24,8.42,7.65,4.71,3.99,13.06,16.15,20.87,23.06,3,99,20188,17653,16,39,2,5,1,12,1,2,0,1,7,6,1,1,30.6,41.5,88.8,0.468,8.1,22.9,0.355,17.3,22.7,0.762,13.5,17.4,10.2,33.4,43.6,23.3,7.5,3.8,108.5,13.1,0.709,0.293,0.139,0.125,0.153,0.291,0.497,0.644,0.373,0.429,0.382,0.341,0.443,0.045,291,0.801,0.289,0.362,19,1
Cleveland Cavaliers,103.13,98.66,4.48,92.18,111.32,106.66,4.66,0.52,0.502,0.557,0.535,53,29,51.1,115.71,112.93,57,0.52,0.502,0.216,0.177,0.147,0.137,0.268,0.253,111.32,106.66,10.87,8.36,12.01,11.67,34.38,32.79,23.88,26.03,7.94,8.46,4.48,4.85,14.72,13.74,19.88,22.22,1,120,20562,18916,13,47,0,3,0,2,0,2,0,3,2,1,1,1,32,42.9,91.4,0.47,11.2,29.4,0.382,21.4,27.9,0.766,15.2,16.2,9.9,33.2,43.1,25.6,7.6,4.2,118.5,14.2,0.684,0.247,0.134,0.112,0.19,0.316,0.491,0.652,0.411,0.402,0.392,0.362,0.495,0.034,227,0.776,0.249,0.391,14,0
Chicago Bulls,100.79,97.79,3,92.46,107.91,104.41,3.5,0.489,0.473,0.536,0.51,50,32,51.3,115.39,108.43,42,0.489,0.473,0.238,0.182,0.141,0.125,0.27,0.257,107.91,104.41,8.42,7.01,12.52,12.54,36.45,33.83,23.25,21.58,6.71,8,6.22,5.77,14.1,12.46,19.52,22.6,4,117,21872,18405,8,15,2,0,1,1,0,1,0,0,3,9,1,0,32.5,37,83.5,0.444,6.5,18.9,0.344,20.8,26.6,0.784,12.9,15.2,12.5,36,48.5,23.8,5.9,6.1,101.4,11.5,0.796,0.299,0.222,0.094,0.181,0.204,0.484,0.655,0.355,0.417,0.395,0.341,0.503,0.066,391,0.837,0.299,0.367,12,0
Charlotte Hornets,94.16,97.33,-3.17,92.19,100.98,104.29,-3.31,0.456,0.487,0.498,0.525,33,49,49.96,104.02,111.52,48,0.456,0.487,0.202,0.188,0.12,0.129,0.221,0.207,100.98,104.29,6.51,8.48,10.73,9.53,36.53,37.76,21.63,23.72,6.53,6.56,5.86,5.74,11.98,12.9,19.54,22.32,2,129,17192,17654,17,24,0,2,3,4,0,2,1,5,11,6,0,1,30.1,38,87.1,0.437,4.8,14.9,0.319,18.1,23.7,0.764,10.3,15.8,9.4,35.6,45,21.7,6.1,4.9,98.9,12.5,0.731,0.276,0.203,0.103,0.148,0.269,0.505,0.636,0.461,0.403,0.394,0.367,0.544,0.028,172,0.919,0.287,0.425,10,0
Brooklyn Nets,98.02,100.9,-2.88,92.35,104.81,107.61,-2.8,0.491,0.506,0.529,0.539,38,44,48.86,107.95,116.67,21,0.491,0.506,0.2,0.185,0.143,0.139,0.239,0.263,104.81,107.61,7.05,9.05,11.03,12.17,34.26,35.1,22.38,25.28,7.51,8.36,4.43,4.84,14.32,13.92,20.59,21.34,1,117,17037,17949,23,40,1,2,2,8,0,2,0,2,8,14,1,0,30,38.8,83.4,0.465,6.4,18.8,0.34,16.4,21.5,0.762,13,17.3,9.5,31.8,41.3,22.8,7.1,3.9,100.3,13.2,0.698,0.253,0.195,0.104,0.146,0.302,0.499,0.646,0.446,0.393,0.393,0.352,0.476,0.042,259,0.781,0.261,0.413,10,0
Boston Celtics,101.37,101.21,0.16,95.47,105.11,105.08,0.03,0.489,0.494,0.523,0.533,40,42,49.52,114.24,113.37,48,0.489,0.494,0.176,0.208,0.138,0.151,0.247,0.25,105.11,105.08,8.35,7.69,11.52,11.32,33.95,35.1,25.42,22.77,8.52,7.39,3.72,5.44,13.77,15.13,21.98,19.56,3,107,17594,17742,6,27,4,4,3,5,0,4,0,3,7,5,1,1,28.9,39.4,87.8,0.449,6.9,21.6,0.317,13.7,18,0.758,13.4,19.4,10.8,33.6,44.4,24.9,7.8,3.2,99.4,12.6,0.726,0.296,0.173,0.096,0.161,0.274,0.486,0.673,0.332,0.395,0.363,0.343,0.473,0.066,401,0.9,0.275,0.376,18,1
Atlanta Hawks,102.55,97.12,5.43,93.6,109.28,103.67,5.61,0.527,0.492,0.564,0.528,60,22,48.18,120.76,109.82,48,0.527,0.492,0.201,0.185,0.144,0.164,0.214,0.266,109.28,103.67,10.63,9.37,9.29,12.33,33.94,34.25,27.43,25.14,9.67,7.89,4.93,5.23,14.36,16.44,18.93,20.97,4,99,17412,17582,12,51,1,4,0,4,1,3,0,2,1,4,1,1,31.1,40.3,82.9,0.487,10,24.6,0.404,17.9,22.9,0.782,13.7,16.2,8.8,32.2,41,26.8,9.8,5.3,108.5,12.6,0.797,0.286,0.142,0.138,0.23,0.203,0.488,0.658,0.385,0.409,0.389,0.36,0.578,0.05,327,0.889,0.279,0.371,12,0
